wikidataQid,wikidataName,wikidataCity,wikidataCountry,wikidataLatitude,wikidataLongitude,wikidataWebsite,matchedStagingRecordId,matchedStagingSourceRecordId,matchedStagingName,matchedStagingCity,matchConfidence,matchScore,matchReason,distanceMeters,nameSimilarity,recommendedAction
Q111414842,Catalonia Santo Domingo,Santo Domingo,Dominican Republic,18.45802,-69.910164,,rec118GFiG58y7DbP,way/413385765,Cabañas Horny,Santo Domingo Este,none,25,city,10100.230070937485,0,likely_new_wikidata
Q111414843,Crowne Plaza Santo Domingo,,Dominican Republic,18.4635,-69.89604,,recD73GrVBSto0NoS,way/177332376,Crowne Plaza,Santo Domingo,high,75,name=0.75; geo=62m,62.3367884831144,0.75,likely_same_property
Q111414841,Barcelo Santo Domingo,,Dominican Republic,18.47503,-69.91284,,recf5x3w91FQ13kcp,way/153864150,Hotel Barceló Santo Domingo,,high,75,name=0.78; geo=38m,37.54959907266472,0.778,likely_same_property
Q111414846,Hodelpa Nicolás de Ovando,,Dominican Republic,18.47511,-69.88285,,recbMllD4fJRZYq3o,node/597453526,Hostal Nicolas De Ovando,,medium,60,name=0.60; geo=16m,16.221622024487537,0.6,possible_same_property
Q111414844,Sheraton Santo Domingo,,Dominican Republic,18.46349,-69.89601,,recuPVK9PHV7RPJFm,node/2778735252,Sheraton,,medium,62,name=0.75; geo=204m,203.68630424177658,0.75,possible_same_property
Q111414845,Boutique Hotel Palacio,,Dominican Republic,18.47379,-69.88622,,recmNLKZ7WkuryYdv,way/406664905,Hotel Palacio,Santo Domingo,high,75,name=0.75; geo=26m,26.079416938360747,0.75,likely_same_property
Q111650618,Renaissance Santo Domingo Jaragua Hotel & Casino,,Dominican Republic,18.46167,-69.89917,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,128736.37236468865,0.75,needs_research
Q111884762,Jarabacoa River Club,Jarabacoa,Dominican Republic,19.09312,-70.66651,,rectvPCx4QI5O1cWQ,node/3469337532,Jarabacua River Club & Resort,,low,45,geo=73m,73.13918780723088,0.4,likely_new_wikidata
Q111884761,Hotel Rancho Constanza,,Dominican Republic,18.91572,-70.72327,,rec5AE5gN3rxNAzY0,way/1069434427,Villas Montelindo,,low,45,geo=72m,71.67030500936018,0,likely_new_wikidata
Q111884766,Quality Hotel Real Aeropuerto Santo Domingo,,Dominican Republic,18.45668,-69.70609,,recXDzNcDY1WwVzIc,way/251860535,Quality Inn,,low,45,geo=30m,30.0577684356511,0.143,likely_new_wikidata
Q111884767,Las Puertas del Paraíso,,Dominican Republic,19.64356,-70.05763,,recgwyyEyu2pcd9xG,node/9566324244,Las Puertas Del Paraiso,,high,90,name=1.00; geo=46m,45.64850352767466,1,likely_same_property
Q111884764,Hotel Gran Jimenoa,Jarabacoa,Dominican Republic,19.140518,-70.631357,,rec9XLQ4Gzfw2W1EG,node/2020735712,Hotel Gran Jimenoa,,high,90,name=1.00; geo=40m,40.179487813241636,1,likely_same_property
Q111884765,Acuarium Suite Resort,,Dominican Republic,18.46969,-69.83274,,rec3U4FuUyuvbmGH9,way/404430604,Hotel Acuarium,Santo Domingo,low,45,geo=20m,19.765461399164828,0.25,likely_new_wikidata
Q111884770,El Magnifico,,Dominican Republic,19.75095,-70.40076,,recSDihYtyt2hJqxZ,node/3415002993,Sans Souci Appartments,,low,32,geo=228m,227.92973041409968,0,likely_new_wikidata
Q111884771,Hotel Alegria,,Dominican Republic,19.75149,-70.4028,,recWTiwpEGsMa5Ckc,node/2966028861,Hotel Alegria,,high,90,name=1.00; geo=61m,61.477681501132516,1,likely_same_property
Q111884768,Hotel Kaoba,,Dominican Republic,19.74941,-70.409965,,recTvmHTxCZ5GikmT,way/279441553,Kaoba Hotel,Cabarete,high,90,name=1.00; geo=15m,15.19130510573241,1,likely_same_property
Q111884769,Kite Beach Inn,,Dominican Republic,19.750392,-70.41465,,recCTKyo2f4vUWUK5,way/206776565,Millenium,,low,32,geo=192m,192.09769650627808,0,likely_new_wikidata
Q111884774,Terra Linda Resort,,Dominican Republic,19.76498,-70.514943,,rec822nMHCu82Tqke,node/1391142503,terra linda,,high,75,name=0.75; geo=31m,30.769921685773618,0.75,likely_same_property
Q111884775,Hotel El Rancho Sosua,,Dominican Republic,19.76495,-70.51681,,recNDQRvSizsV0UjE,node/593861356,Hotel El Rancho Sosua,,high,90,name=1.00; geo=27m,27.386197767375695,1,likely_same_property
Q111884772,Ultravioleta Boutique Residences,,Dominican Republic,19.75644,-70.418383,,recUTk9OM3ptfZQiD,node/3076134847,Ultravioleta Boutique Residences,,high,77,name=1.00; geo=118m,117.90334816802977,1,likely_same_property
Q111884773,Piergiorgio Palace Hotel,,Dominican Republic,19.76258,-70.519253,,recQspS7blprKn3MR,way/284214289,Piergiorgio Palace Hotel,,high,90,name=1.00; geo=5m,5.444332016292196,1,likely_same_property
Q111884778,Instyle Residences at Infiniti Blu,,Dominican Republic,19.76868,-70.51439,,recNTX9TSNTSyPJTk,way/1344798573,"The Ocean Club, a Luxury Collection Resort",Sosúa,low,32,geo=204m,203.98727656602927,0,likely_new_wikidata
Q111884779,Ahnvee Resort Adults Only,,Dominican Republic,19.770563,-70.50695,,recLODe4De24Vdd5m,node/5343543031,AHNVEE Resorts Spa,,low,45,geo=30m,30.129104083511212,0.167,likely_new_wikidata
Q111884776,New Garden Hotel,,Dominican Republic,19.76516,-70.5156,,recVZaBBM0gQS0Cpq,node/1391142522,New Garden,,high,75,name=0.75; geo=10m,10.017434250414786,0.75,likely_same_property
Q111884777,Hampton by Hilton Santo Domingo Airport,,Dominican Republic,18.44933,-69.66493,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,120855.8376093629,0,likely_new_wikidata
Q111884782,Ocean Village Deluxe,Sosúa,Dominican Republic,19.78089,-70.50455,,recNTX9TSNTSyPJTk,way/1344798573,"The Ocean Club, a Luxury Collection Resort",Sosúa,none,25,city,1776.3858521821514,0.125,likely_new_wikidata
Q111884783,Natura Cabana Boutique Hotel & Spa,,Dominican Republic,19.78283,-70.46208,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,187679.32749057494,0.75,needs_research
Q111884780,Coco Hotel,,Dominican Republic,19.77208,-70.51101,,recVcTzjeh5sFT3o2,node/6996449236,Hotel Coco,,high,77,name=1.00; geo=130m,130.1857538515455,1,likely_same_property
Q111884781,Garden By The Sea,,Dominican Republic,19.78088,-70.49789,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,227854.24105944805,0,likely_new_wikidata
Q111884786,Hotel Zapata,,Dominican Republic,18.44669,-69.6097,,recnC5HT1ltaSASrP,node/5399147196,Hotel Zapata,,medium,65,name=1.00; geo=350m,349.7237817824736,1,possible_same_property
Q111884787,Hotel Garant & Suites,,Dominican Republic,18.4487,-69.60769,,recPBrMFrafqtof6c,way/407053188,Azzurra Aparta Hotel,Boca Chica,low,45,geo=71m,71.28383311388093,0.2,likely_new_wikidata
Q111884784,Amanera,,Dominican Republic,19.677717,-70.018562,https://www.aman.com/resorts/amanera,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,178659.16632232504,0,likely_new_wikidata
Q111884785,Hotel Villa Capri,,Dominican Republic,18.45339,-69.60665,,recwsFvI2qhP3lNhs,way/407017172,Hotel Villa Capri,Boca Chica,high,77,name=1.00; geo=168m,168.2514797938044,1,likely_same_property
Q111884790,Hotel El Quemaito,,Dominican Republic,18.12738,-71.06752,,recuRCvkWC4kpfiah,node/1259992888,Hotel Quemaito,,medium,60,name=0.67; geo=21m,20.961739709257827,0.667,possible_same_property
Q111884791,Lifestyle Tropical Beach Resort & Spa All Inclusive,,Dominican Republic,19.81996,-70.72798,,recXi36fEAPGh1csN,node/1405141122,Lifestyle Holidays Vacation Club,,none,20,geo=320m,320.33534202319055,0.1,likely_new_wikidata
Q111884788,Atlantis Hotel,,Dominican Republic,19.31367,-69.57136,,recna69MrcFVdbLvY,node/7353712778,Hotel Atlantis,,high,90,name=1.00; geo=39m,39.13914245109813,1,likely_same_property
Q111884789,Hotel Enjoy,,Dominican Republic,19.31115,-69.56479,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,202289.5010911815,0.75,needs_research
Q111884794,Hotel Residence Playa Colibri,,Dominican Republic,19.325426,-69.55141,,recAF2AfbxM4gSjoz,way/198177958,Hotel Residence Playa Colibrí,,high,90,name=1.00; geo=52m,52.33535255957118,1,likely_same_property
Q111884795,Hotel La Tortuga,,Dominican Republic,19.320851,-69.543586,,recdOFDjJhVEdTtwY,node/3684480772,Villa Mariposas,,low,45,geo=72m,71.7176145152627,0,likely_new_wikidata
Q111884792,Hotel Palococo,,Dominican Republic,19.30628,-69.54732,,recXQ8gUjATsqklbT,way/199921836,Hotel Palococo,,high,90,name=1.00; geo=46m,46.13980761756302,1,likely_same_property
Q111884793,Hotel Residence Marilar,,Dominican Republic,19.32489,-69.55193,,recAF2AfbxM4gSjoz,way/198177958,Hotel Residence Playa Colibrí,,low,45,geo=71m,70.84810448323954,0.4,likely_new_wikidata
Q111884798,Residencia El Balata,,Dominican Republic,19.311135,-69.527677,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,113579.9287647839,0,likely_new_wikidata
Q111884799,Casa del Mar Lodge,,Dominican Republic,18.097966,-71.079922,,rec0cMjftmyY52otp,way/363761504,Casa del Mar Lodge Barahona,,medium,62,name=0.75; geo=151m,151.0753185693539,0.75,possible_same_property
Q111884796,Costarena Beach Hotel,,Dominican Republic,19.324964,-69.543764,,recsdKB1tNdRwVhOx,node/7353716226,CostArena,,medium,62,name=0.75; geo=189m,188.7475298887121,0.75,possible_same_property
Q111884797,El Rincon de Abi,Las Terrenas,Dominican Republic,19.3209,-69.53591,,recXfwfnbu5kPdLy2,node/13165874914,Casa Barbara Las Terrenas,Las Terrenas,low,35,city; geo=751m,751.0014033611434,0,likely_new_wikidata
Q111884802,"Xeliter Vista Mare, Samana",,Dominican Republic,19.183384,-69.24763,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,81003.75033370825,0,likely_new_wikidata
Q111884803,Platino Hotel & Casino,,Dominican Republic,19.44399,-70.68752,,rec9u6RpmJQ6ydzkZ,way/233515118,Hotel Platino,Santiago,medium,60,name=0.67; geo=49m,48.64906649190829,0.667,possible_same_property
Q111884800,Casa Bonita Tropical Lodge,,Dominican Republic,18.079462,-71.090999,,recam7yhooyn10xJ2,node/2172701438,Casa Bonita,,medium,62,name=0.75; geo=222m,222.2496609966222,0.75,possible_same_property
Q111884801,Plaza Real Resort,,Dominican Republic,18.42795,-69.39512,,rec9P5PiY44ACN6Oj,way/545028233,Hotel Casa Hemingway,,none,20,geo=320m,320.2110709336673,0,likely_new_wikidata
Q111884806,Labellaventura,,Dominican Republic,19.29243,-69.20132,,rec4KEdRr4tRXBrtE,node/1414756925,Aventura,La Canela,low,40,name=0.75,169166.32870330365,0.75,needs_research
Q111884807,B&B La Isleta Apart Hotel,,Dominican Republic,19.29198,-69.19893,,reclyKVTPWzUTtLpC,node/7243015034,La Isleta,,high,75,name=0.75; geo=7m,6.8585921141711355,0.75,likely_same_property
Q111884804,Matum Hotel & Casino,,Dominican Republic,19.4517,-70.69067,,recXoLGYIGVvcbdN8,way/408649164,Hotel Matum,Santiago,medium,60,name=0.67; geo=34m,33.93506429795636,0.667,possible_same_property
Q111884805,Punta Rucia Lodge,,Dominican Republic,19.849623,-71.212425,,recu2OonTTy4jU5hq,node/4734649323,Punta Rucia Lodge,,high,90,name=1.00; geo=19m,19.141259244396938,1,likely_same_property
Q111884810,Hostal Doña Chava,,Dominican Republic,18.03583,-71.74251,,rec2FvHEyxtNvGJOi,way/341067667,Hostal Doña Chava,,high,90,name=1.00; geo=18m,17.58573589050669,1,likely_same_property
Q111884811,Hotel Bayahibe,,Dominican Republic,18.367875,-68.840131,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,238019.93585251668,0.75,needs_research
Q111884808,Villa La Plantacion,,Dominican Republic,19.29102,-69.19713,,recKEtAHaeyUKlR1k,node/9856719770,Hotel Villa La Plantacion,Las Galeras,high,75,name=0.76; geo=66m,66.19794103263993,0.76,likely_same_property
Q111884809,21 Palms,,Dominican Republic,19.29524,-69.18098,,recDrqx48OfjUFIdJ,node/9028346259,La Rancheta,,none,20,geo=407m,406.8278609367184,0,likely_new_wikidata
Q111884814,Hotel Cortecito Inn Bavaro,,Dominican Republic,18.692253,-68.42328,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,286286.42567743413,0.75,needs_research
Q111884815,The Greek Resort,,Dominican Republic,18.692052,-68.422758,,recMDiuvab30yBFh0,way/309368486,TRS Turquesa Hotel,,low,32,geo=204m,204.4776228727503,0,likely_new_wikidata
Q111884812,Tracadero Beach Resort,,Dominican Republic,18.35208,-68.83533,,recVySRqb4QMzapV8,way/1042852813,Whala Bayahibe 4*,Dominicus,low,45,geo=69m,68.65196195262507,0,likely_new_wikidata
Q111884813,Whala!Urban Punta Cana,,Dominican Republic,18.662302,-68.429353,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,23384.9847870429,0,likely_new_wikidata
Q111884818,Camp David Ranch,,Dominican Republic,19.51145,-70.63906,,recAqmEeWQYKk8DbA,node/349121944,Camp David Ranch,Santiago,medium,65,name=1.00; geo=268m,268.10930363132917,1,possible_same_property
Q111884819,"Homewood Suites by Hilton Santo Domingo, Dominican Republic",,Dominican Republic,18.471357,-69.94155,,rectZHvvvxBnDExy8,node/4819701721,Home,,low,40,name=0.75,3755.7832485353892,0.75,needs_research
Q111884816,Art Villa Dominicana,,Dominican Republic,18.68455,-68.42022,,recPscG7G4EBpZDIl,way/1006947117,Hotel Art Villa Dominicana,,high,75,name=0.77; geo=13m,12.762228276920062,0.769,likely_same_property
Q111884817,Los Corales Beach Village,,Dominican Republic,18.68162,-68.41408,,recQ9mI9kLmksQjb9,node/11158547600,Los Corales Beach Village Suites,,medium,62,name=0.78; geo=165m,164.87326956641488,0.781,possible_same_property
Q111884822,Weston Suites Hotel,,Dominican Republic,18.46442,-69.93202,,recagI070wE44kNZh,way/404174344,Westin,,low,45,geo=19m,18.510648553432592,0,likely_new_wikidata
Q111884823,Hotel Discovery,,Dominican Republic,18.47099,-69.89115,,recfHusQljG15FsV1,way/406641455,Hotel Discovery,,high,90,name=1.00; geo=15m,14.741053098430015,1,likely_same_property
Q111884820,Hotel Aladino,,Dominican Republic,18.48153,-69.92625,,recMyT0k49Ybq8YO0,way/410357299,Hotel Aladino,Santo Domingo,high,90,name=1.00; geo=52m,52.01124043161316,1,likely_same_property
Q111884826,Rig Hotel Boutique Puerto Malecon,,Dominican Republic,18.46783,-69.89042,,reckp5uQsaHW9qENs,node/12659951042,Rig Hotel Boutique,,high,75,name=0.75; geo=13m,13.425655175556075,0.75,likely_same_property
Q111884827,Napolitano Hotel,,Dominican Republic,18.46622,-69.89156,,reck4extHcOobVfVF,way/406862579,Casino Napolitano,,low,45,geo=39m,38.8849622920766,0.333,likely_new_wikidata
Q111884824,Casa Sanchez by The Oxo House,,Dominican Republic,18.47088,-69.88844,,rec6mHBnFJg31Jans,node/2955259538,Hotel Villa Colonial,Santo Domingo,low,45,geo=26m,25.82045171464869,0,likely_new_wikidata
Q111884825,Hotel Villa Colonial,,Dominican Republic,18.47084,-69.8883,,rec6mHBnFJg31Jans,node/2955259538,Hotel Villa Colonial,Santo Domingo,high,90,name=1.00; geo=13m,12.780805065963564,1,likely_same_property
Q111884830,"Billini Hotel, Historic Luxury",,Dominican Republic,18.47081,-69.88677,,recfWfijv96M4JCAc,way/406678369,Doña Elvira,,low,45,geo=25m,25.48204966641353,0,likely_new_wikidata
Q111884831,Hotel Doña Elvira,,Dominican Republic,18.472117,-69.883832,,recfWfijv96M4JCAc,way/406678369,Doña Elvira,,medium,50,name=0.75; geo=337m,336.968337344838,0.75,possible_same_property
Q111884828,Novus Plaza Hodelpa,Santo Domingo,Dominican Republic,18.47342,-69.88537,,recOXjmqe7LoDViXB,node/597456591,Hodelpa Novus Plaza,,high,90,name=1.00; geo=7m,6.743477335606626,1,likely_same_property
Q111884829,Luca Hotel by The Oxo House,,Dominican Republic,18.471811,-69.88666,,recU4gQavfoRSQsMx,node/4291376989,La Castilla,,low,45,geo=27m,26.620761822267138,0,likely_new_wikidata
Q111884832,Casa Naemie,Santo Domingo,Dominican Republic,18.47169,-69.88319,,recnkjwwLM8rjOjAw,node/6566452585,Casa,,low,40,name=0.75,4227.109612845811,0.75,needs_research
Q112020278,MON Hotel Boutique,,Dominican Republic,18.90819,-70.74424,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,86465.80578022795,0.75,needs_research
Q112020279,Rancho Tierra Alta,,Dominican Republic,19.132778,-70.659754,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,221136.4094221688,0,likely_new_wikidata
Q112020276,Rancho Guacamayos Hotel & Restaurantes,,Dominican Republic,18.9068,-70.39426,,rec0sRO0iKvAXoCSb,node/12044986428,restauran,,low,40,name=0.75,65628.40316946433,0.75,needs_research
Q112020277,La Fuente House,,Dominican Republic,18.91615,-70.73998,,rec88ugRnBRcG1zWi,node/5916285505,Hotel La Fuente,,low,45,geo=49m,49.01127285289672,0.5,needs_research
Q112020282,Villas del Lago Lake Resort & Campground,,Dominican Republic,19.269948,-70.711935,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,229351.22090926126,0.143,likely_new_wikidata
Q112020283,Hotel Las Caobas,,Dominican Republic,19.29925,-70.2673,,rectvfpDz0kmFkz7d,node/1739578195,Hotel Las Caobas,,high,90,name=1.00; geo=61m,60.53797127833545,1,likely_same_property
Q112020280,Los Bohios Campo Añil,,Dominican Republic,19.19491,-70.63631,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,219892.392796338,0,likely_new_wikidata
Q112020281,Hotel Rey,,Dominican Republic,19.230899,-70.530637,,recgtJCPNXZXyqMIK,way/413993138,Hotel El Rey,La Vega,medium,60,name=0.67; geo=24m,24.37705824393693,0.667,possible_same_property
Q112020286,Green Land Bubble Glamping,,Dominican Republic,19.69188,-70.38487,,rec005cQ9H0zBYIw3,way/1177931404,Finest Resort,,none,10,Weak or no match signals,212794.72428800023,0,likely_new_wikidata
Q112020287,Villa Florie Condo - Economic Accommodations,,Dominican Republic,19.7652,-70.5111,,recSz5xg0IcAG0vIh,node/373851323,Hotel Europa,Sosua,low,32,geo=147m,147.49581432201947,0,likely_new_wikidata
Q112020284,Hotel Sinai,,Dominican Republic,19.3745,-69.84529,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,184668.85212278838,0.75,needs_research
Q112020285,Playa Paraiso en Magante,,Dominican Republic,19.62084,-70.169,,rec2vEufkerzdGfNk,node/2613933314,Los Gringos,,low,45,geo=38m,37.6161553999169,0,likely_new_wikidata
Q112020290,Aparthotel Michaela,,Dominican Republic,19.766261,-70.514811,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,184067.7754624242,0.75,needs_research
Q112020291,Hotel Don Andres,Puerto Plata Province,Dominican Republic,19.76732,-70.51571,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,184148.09094723675,0.75,needs_research
Q112020288,Hotel Alicia Beach,Sosúa,Dominican Republic,19.76496,-70.51701,,recAhNeEiQmDrP0T3,node/593861352,Hotel Casa Cayena Club,,low,45,geo=13m,12.924863842731508,0.167,likely_new_wikidata
Q112020289,Hotel Sea Breeze Sosua,,Dominican Republic,19.7653683,-70.5164243,,rec50FMWNQFBFxsg7,node/593861357,Hotel Sea Breeze,,high,75,name=0.75; geo=13m,13.486571393825162,0.75,likely_same_property
Q112020294,Caribbean Diamond Boutique Hotel,,Dominican Republic,19.77613,-70.51206,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,185198.80994438537,0.75,needs_research
Q112020295,El Encuentro Surf Lodge,,Dominican Republic,19.77897,-70.44992,,receKJbVgR1QUz1rH,node/9668071343,El Encuentro Surf Lodge,,high,90,name=1.00; geo=17m,17.463483407901787,1,likely_same_property
Q112020293,Gipsy Ranch Rooms,,Dominican Republic,19.77429,-70.44573,,recNhnQ0WdgrVv46s,node/1635256169,Coconut Palms Resort,,low,32,geo=118m,117.73723926875373,0,likely_new_wikidata
Q112020296,Hotel Caribe,Santa Cruz de Barahona,Dominican Republic,18.20199,-71.08937,,recEgk6nFBPmeDhfc,way/339752040,Hotel Caribe,,high,90,name=1.00; geo=17m,16.974813149547998,1,likely_same_property
Q112020298,Hotel Hostal Galsi,,Dominican Republic,19.78588,-70.67426,,recndCkU4MTiuDhhJ,node/6022237072,Hotel Galsi,Puerto Plata,medium,60,name=0.67; geo=6m,6.000913443989777,0.667,possible_same_property
Q112020299,Hotel La Saladilla Beach Club,,Dominican Republic,18.18036,-71.07277,,rec97EXVhGHl5cgm2,node/5435064148,Hotel La Saladilla Beach Club,,high,90,name=1.00; geo=65m,64.82322906931685,1,likely_same_property
Q112020297,Hotel Loro Tuerto,,Dominican Republic,18.20761,-71.09687,,recykFxgzBRPgbq3x,node/9028309788,Hotel Loro Tuerto,,high,90,name=1.00; geo=14m,14.095471578696634,1,likely_same_property
Q112020302,Parco del Caribe,,Dominican Republic,18.44841,-69.61091,,rec5NGNrQPoJR6N2s,way/407043746,Hotel El Greco,Boca Chica,low,45,geo=33m,33.129168539553646,0,likely_new_wikidata
Q112020303,Aparta Hotel Azzurra,,Dominican Republic,18.44837,-69.60935,,recPBrMFrafqtof6c,way/407053188,Azzurra Aparta Hotel,Boca Chica,high,77,name=1.00; geo=147m,147.4542612533653,1,likely_same_property
Q112020300,El Malecon B&B Hotel,Municipio de Cabrera,Dominican Republic,19.64526,-69.90268,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,203198.93135463822,0.75,needs_research
Q112020301,Boca Beach Residence Hotel,,Dominican Republic,18.44799,-69.61274,,recnC5HT1ltaSASrP,node/5399147196,Hotel Zapata,,low,45,geo=11m,11.23062242124795,0.2,likely_new_wikidata
Q112020306,Hotel Hamilton,,Dominican Republic,18.45215,-69.60582,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,158878.4658081066,0.75,needs_research
Q112020307,Calypso Beach,,Dominican Republic,18.449373,-69.606208,,recdQJ5dxURnGLvSg,way/407075377,Calypso Beach Hotel,,high,75,name=0.75; geo=26m,26.272047028015884,0.75,likely_same_property
Q112020304,Villa Carolina,,Dominican Republic,19.79201,-70.68921,,recmF5dN7b7rtfrXg,node/2106239024,Hostal Kevin,,none,20,geo=730m,729.5209835513192,0,likely_new_wikidata
Q112020305,Hotel Casa Coco,Boca Chica,Dominican Republic,18.44879,-69.60835,,recdMQywcOyCM5d4n,node/11035653720,Hotel Casa Coco,Boca Chica,high,105,name=1.00; city; geo=14m,14.14155657089292,1,likely_same_property
Q112020310,Hotel Neptuno's Refugio,Boca Chica,Dominican Republic,18.44859,-69.60263,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,159142.92545213364,0.75,needs_research
Q112020311,Vista Marina Residence,,Dominican Republic,18.44849,-69.60147,,rec3lAGLPqboZ18sP,node/4414072089,Boca Chica Beach,,none,20,geo=539m,539.3049284268363,0,likely_new_wikidata
Q112020308,Batey Hotel Boutique,,Dominican Republic,18.44797,-69.60677,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,158700.86183252637,0.75,needs_research
Q112020309,Hotel Club Rolling Stone,Boca Chica,Dominican Republic,18.4473,-69.60647,,recPBrMFrafqtof6c,way/407053188,Azzurra Aparta Hotel,Boca Chica,low,47,city; geo=183m,183.25555065505293,0.167,likely_new_wikidata
Q112020314,Casa Grande Hotel Restaurant,,Dominican Republic,19.31356,-69.56774,,rec0sRO0iKvAXoCSb,node/12044986428,restauran,,low,40,name=0.75,161565.51576672937,0.75,needs_research
Q112020315,Madrugada Residencial,,Dominican Republic,19.306511,-69.561619,,recByZx1xxPQZh0d3,node/10702912612,Villas Mana Las Terrenas,,none,20,geo=652m,651.9418653396569,0,likely_new_wikidata
Q112020312,Residencial Las Palmeras,,Dominican Republic,18.44858,-69.59961,,rec3lAGLPqboZ18sP,node/4414072089,Boca Chica Beach,,none,20,geo=712m,711.882966375538,0,likely_new_wikidata
Q112020313,Turtle Lagoon Beach,,Dominican Republic,19.310969,-69.568702,,recC6s4SJDib4FQiC,node/988991741,Costa Las Ballenas,,low,32,geo=112m,111.73056006024464,0,likely_new_wikidata
Q112020318,Liberty B & B,,Dominican Republic,19.32019,-69.54412,,recdOFDjJhVEdTtwY,node/3684480772,Villa Mariposas,,low,32,geo=122m,121.82724868142988,0,likely_new_wikidata
Q112020319,Altos de Caño Hondo,,Dominican Republic,19.05697,-69.45432,,reclzOkDmH1JE8it2,node/314357718,Paraiso Caño Hondo,,low,45,geo=26m,26.491450789599938,0.4,likely_new_wikidata
Q112020316,Fata Morgana,,Dominican Republic,19.30886,-69.55303,,rect5ZNTJdpKGcANQ,node/4576227595,fata morgana,,high,90,name=1.00; geo=55m,54.57750103484506,1,likely_same_property
Q112020317,Hotel Casa Pierretta,,Dominican Republic,19.31829,-69.54324,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,204570.65555221675,0.75,needs_research
Q112020322,Castillo Romano,,Dominican Republic,19.316388,-69.537922,,recVtA4dEwSBGZUEj,node/3051207800,Castillo Romano,,high,77,name=1.00; geo=76m,75.96419582415258,1,likely_same_property
Q112020323,Saman Boutique Hotel,Las Terrenas,Dominican Republic,19.312176,-69.52822,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,205423.10665248754,0.75,needs_research
Q112020320,Hotel Coco Plaza,,Dominican Republic,19.32563,-69.54485,,rectR06KBE5R8cXnA,node/2099118549,Hotel Coco Plaza,,high,90,name=1.00; geo=13m,13.39099817272377,1,likely_same_property
Q112020321,Puerto Plaza Las Terrenas,,Dominican Republic,19.32132,-69.54081,,recHHRlVNzqxvlUdB,node/4737380481,Hotel Puerto Plaza,,low,45,geo=12m,11.573745377831836,0.4,likely_new_wikidata
Q112020326,Beach Hotel Casa Nina,,Dominican Republic,19.32357,-69.53118,,recZlbepC3obtNk7x,way/730848313,Hotel Solaz,,low,45,geo=74m,73.81831823550847,0.2,likely_new_wikidata
Q112020327,Clave Verde Ecolodge,,Dominican Republic,19.31083,-69.47479,,recvJRjKTFUCrfV2c,node/4889719121,La Casa Amarilla,,low,32,geo=155m,155.3012391270729,0,likely_new_wikidata
Q112020324,Adults Only Hacienda Terra Taina,Las Terrenas,Dominican Republic,19.31025,-69.5264,,recGeWvGftS8NpUEI,node/6186383052,Casa Gio Las Terrenas,Las Terrenas,none,25,city,2292.926870876528,0,likely_new_wikidata
Q112020325,Punta Popy Boutique Hotel,,Dominican Republic,19.32046,-69.5307,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,205766.5972163652,0.75,needs_research
Q112020330,Hotel Cotubanama Samaná,Samaná,Dominican Republic,19.20378,-69.33817,,recJecyKdVxKkQ0v9,node/5936807188,Hotel Cotubanamá,,high,75,name=0.75; geo=40m,39.865359500549495,0.75,likely_same_property
Q112020331,Hotel Samana Spring,,Dominican Republic,19.20503,-69.33522,,rec4BGw6alF1AWNRo,node/1600567851,Hotel,,low,40,name=0.75,215655.27262176567,0.75,needs_research
