sourceRecordId,rawHotelName,rawCity,rawCountry,rawLatitude,rawLongitude,qualityTier,qualityScore,importBatchId
node/1919738460,Marduk,,Colombia,9.2506564,-76.1251955,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1919757960,Hotel Comercial,,Colombia,9.3006975,-75.3944085,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1919757963,El Dorado,,Colombia,9.3007403,-75.3937818,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1919757966,horizonte,,Colombia,9.300569,-75.3938252,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1919757969,meryland,,Colombia,9.3011066,-75.3936227,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1967149341,Hacienda La Moringa,,Colombia,4.2590443,-74.5942027,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975898257,Hotel Boutique del Parque,,Colombia,7.0587018,-73.8530648,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975899638,Hotel VillaMaria,,Colombia,7.0600647,-73.8603551,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975900806,Hotel Rio Grande,,Colombia,7.0588083,-73.8519222,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975901374,Hotel City Park,,Colombia,7.0672783,-73.865049,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975902194,Hotel Salomé,,Colombia,7.0649998,-73.8573242,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975902246,Hotel Millenium,,Colombia,7.0778084,-73.8582952,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975902408,Hotel Recreo Real,,Colombia,7.0555821,-73.8509566,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975903084,Hotel Vizcaya Plaza,,Colombia,7.0623752,-73.8614333,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975903440,Hotel Las Vegas,,Colombia,7.061912,-73.8582201,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1975911565,Hotel Hacienda El Portal,,Colombia,7.060416,-73.8692117,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1976590355,Portal de Carvajal,,Colombia,4.6141709,-74.1361557,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1976590358,Plazas Inn,,Colombia,4.6146145,-74.1368367,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1987572193,Casa Holanda,,Colombia,11.2676396,-74.1908908,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1997308086,Concorde,,Colombia,1.2193058,-77.2798902,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/1997309616,Juan Sebastián,,Colombia,1.2190764,-77.2785783,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2009969861,Hotel de la Ópera,,Colombia,4.5968099,-74.074832,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2020392418,Hotel Majagua,,Colombia,10.1809163,-75.7290123,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2039308545,Finca Túristica Villa Cristina,,Colombia,4.5347107,-74.9809264,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2074510727,san Rafael,,Colombia,9.298043,-75.3889726,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2074510747,shalom,,Colombia,9.2980747,-75.3884254,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2077003473,Casa Del Río,,Colombia,1.1244515,-76.6382755,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2078004819,Pance,,Colombia,3.3284941,-76.6340161,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2078082049,Explora Hostel,,Colombia,4.5986425,-74.0703923,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2078579100,Servilujos,,Colombia,5.1473768,-73.6855897,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2078579131,Restaurante Hotel Casablanca,,Colombia,5.2580909,-73.5867127,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2078625622,Hotel Bicentenario,,Colombia,5.52493,-73.3615869,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2095378489,Campo Verde,,Colombia,5.8996542,-74.7554601,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2095378495,Agua Linda,,Colombia,5.9155158,-74.7731198,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2095378500,Hotel El Lago,,Colombia,5.8994908,-74.7255212,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2095378503,Hotel La Colina,,Colombia,5.8992395,-74.7225964,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2127645581,Hostal El Jiaguil,,Colombia,6.9891085,-72.907074,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2129541833,Hostel La Iguana,,Colombia,11.2625844,-74.1858527,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2129541834,Hostel,,Colombia,11.2639275,-74.1836735,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2131124067,Hotel la Floresta,,Colombia,4.5071556,-75.7146841,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2131162683,Lucia,,Colombia,4.4366678,-75.4359274,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2131249680,Chinauta Real,,Colombia,4.2896786,-74.4660659,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2132591950,El Rey Dorado,,Colombia,4.191058,-74.4867142,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2132599717,Septimo Cielo,,Colombia,2.5593646,-72.6404925,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2134382607,Hotel Ki'Kuxtah,,Colombia,11.2699366,-74.1872434,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2134399939,La Semilla,,Colombia,11.1134151,-74.1177476,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2135015401,El Bioma,,Colombia,9.2421008,-74.4219516,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2136589214,Hotel villa de Mompox,,Colombia,9.2373982,-74.4213734,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2136772865,Las Vegas,,Colombia,9.250404,-74.4316481,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2138054745,Hotel Oceta,,Colombia,5.5314141,-73.3596198,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2138054820,Hotel La Gran Casona,Tunja,Colombia,5.5311657,-73.3595956,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2139724353,Hostal La Avenida,,Colombia,5.0226302,-73.9833276,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2144945044,Sincerin,,Colombia,6.0668737,-73.4251296,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2156224185,San Lorenzo,,Colombia,11.1116957,-74.0544744,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2165721496,Hotel la cabana,,Colombia,10.8560899,-75.128721,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2194821203,Casa de Veronica,,Colombia,4.1349823,-75.0987917,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2206032239,Hotel Turístico La Luna,,Colombia,3.4325108,-76.5275081,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2207105724,Voláre Hotel,,Colombia,4.5373238,-75.6668605,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2213946355,Casa Pombo,,Colombia,10.423529,-75.5502843,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2213946365,Casa La Fe,,Colombia,10.4261102,-75.5483875,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231927781,Hotel Bolívar,Vélez,Colombia,6.01537,-73.6743194,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231932538,Hotel Agatá,Vélez,Colombia,6.0150384,-73.674434,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231933865,Hotel El fonce,Vélez,Colombia,6.0148126,-73.6740456,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231935235,Hotel San Luis Real,Vélez,Colombia,6.0146812,-73.6745995,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231938219,Hotel del parque,Vélez,Colombia,6.0132653,-73.6714467,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231940491,Hotel Colonial,Vélez,Colombia,6.0121423,-73.67215,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231942692,Pringamosa Hotel Boutique,Vélez,Colombia,6.0125356,-73.6726058,high,90,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2231946447,Hotel El Palmar Real,Vélez,Colombia,6.0136961,-73.6717585,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2268348746,Eco Lodge La Bonita,,Colombia,11.2020363,-74.0990921,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2268358800,Entre Rios,,Colombia,11.2049199,-74.0973774,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2271205376,Calle Real,,Colombia,4.9226589,-75.0656297,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2275848392,Hotel El Bosque,,Colombia,7.6257265,-72.5942123,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2279013956,Flamingos,,Colombia,2.941416,-75.3121449,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2279017864,Olimpus,,Colombia,2.9425946,-75.3110183,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2282740167,hoteldoralplaza,,Colombia,1.2062316,-77.2751017,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2285708849,Hotel Turistico de Suarez,,Colombia,2.939903,-76.7187621,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2289404624,La Tortuga Hostel,,Colombia,11.2704949,-74.1897072,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2292973395,Hotel Santa Clara,Tunja,Colombia,5.5615737,-73.3483223,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2295044151,Hotel Casa Blanca Real,,Colombia,9.2332688,-75.814409,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2301875379,Hotel Estelar el Cable,,Colombia,5.0557002,-75.4877107,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2309010304,574 Hotel,,Colombia,6.2085124,-75.5749398,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2310070820,"Hotel el Cisne, Nevado del Ruiz, Villamaria",,Colombia,4.8528701,-75.3651185,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2315452454,Nuevo Chalet,,Colombia,4.6487019,-74.0658485,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2321223341,Hotel Restaurant Casa López,,Colombia,7.6134439,-72.6471106,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2323459051,Hotel Las Olas,,Colombia,4.2560903,-76.11679,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2330765832,Hotel Maria Claudia,,Colombia,5.2519139,-75.1560688,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2330791681,Hotel del Cafe,,Colombia,5.2537253,-75.1535467,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2330982264,El Campesino,Vélez,Colombia,6.0149798,-73.6745175,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2331233549,Hotel Mediterraneo,,Colombia,5.0109451,-74.4733151,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2332474003,Hotel El Paisita,Vélez,Colombia,6.0150498,-73.6744581,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2334853808,Hospedaje Vélez,Vélez,Colombia,6.0148993,-73.6742053,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2337309520,Abadia Colonial,,Colombia,4.5956713,-74.071082,high,80,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2338371732,Hospedaje Lucy,Vélez,Colombia,6.0149399,-73.6742765,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2344585094,Hotel Lemaya,,Colombia,4.0303079,-74.9677714,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2349732627,Hotel Monte Carlos,,Colombia,4.0295498,-74.9677708,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2350129369,Hotel y Restaurante El Saman,Bochalema,Colombia,7.6117852,-72.6473992,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2351615961,Motel La Katira,,Colombia,3.9853419,-73.7667392,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2404320455,Hotel La orquidea,,Colombia,7.3098592,-72.4828013,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2404334939,Hotel Villa Paz,,Colombia,4.9780828,-74.2901308,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2405534486,Villas de San Sebastian,Villavicencio,Colombia,4.1810136,-73.6120264,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2406563601,El Viajero Cali,Cali,Colombia,3.4487118,-76.5375131,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2407540017,Rancho Edén Hotel,,Colombia,4.467992,-75.7613331,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2411593207,Hospedaje San Felipe,,Colombia,5.0687698,-74.6003761,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2418138914,Las Palmeras,,Colombia,3.0092737,-76.4861915,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2419001952,Yahaya,,Colombia,5.8980096,-74.7374377,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2426807339,Hotel Campestre Los Duraznos,,Colombia,5.2605693,-73.7649035,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2449459828,Familia Perez,,Colombia,3.5878675,-76.4920307,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2462415183,Pofa,,Colombia,4.1132671,-73.6066792,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2464351463,Pizzarra,,Colombia,2.441775,-76.6079056,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2464789742,Hostel Passhome,,Colombia,2.4427395,-76.6100854,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2477075563,Motel la Granja,,Colombia,5.5598732,-73.3491454,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2478266316,Hospedaje El Balcón Aquel,,Colombia,3.5834534,-76.4857001,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2483758233,Oibita,Oiba,Colombia,6.2645957,-73.3007466,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2492626100,Hotel Comercial,Pereira,Colombia,4.8151022,-75.7042291,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2496301096,Aparta Hotel Versalles,,Colombia,9.2519408,-74.4304423,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2496906784,Parador Turístico Villa Amparito,Arcabuco,Colombia,5.7497352,-73.4337588,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2501084768,El Refugio,,Colombia,2.5729512,-76.0376395,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2505360152,Pitstop Guest House,Medellin,Colombia,6.2075464,-75.5737174,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2509913016,Playa del Ritmo Beach Hostel,Rodadero,Colombia,11.1717412,-74.2340914,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2513314391,Hostal Morgan,,Colombia,5.0680566,-74.5944166,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2521666475,Sue Candelaria,Bogotá D.C.,Colombia,4.5987754,-74.070003,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2522271501,La Plaza Real,,Colombia,5.398715,-75.5473544,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2522277738,Hacienda Hotel Villa Amparo,,Colombia,5.409274,-75.5717034,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2522279126,Hacienda La Palma,,Colombia,5.4220484,-75.5591292,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2522288063,Hacienda Culiacån,,Colombia,5.3696246,-75.543551,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2526948537,Montelíbano Plaza,,Colombia,7.9861354,-75.4201298,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2529306160,Hotel Now,,Colombia,3.4573177,-76.5366055,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2529989529,Hotel Bolívar Plaza,,Colombia,1.2042861,-77.2676512,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2542568781,Hostal Joshe,,Colombia,3.6604165,-76.2480451,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2552027852,Bioma Boutique Hotel,,Colombia,9.2411542,-74.4248275,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2552027857,La Casona,,Colombia,9.2439314,-74.4253456,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2585049320,Casagrande,,Colombia,5.3236869,-73.4902537,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2587792190,Hotel Amanecer Veleño,Vélez,Colombia,6.0137148,-73.6748846,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2595306280,Sandra,Saravena,Colombia,6.9557512,-71.8746072,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2595317969,PiciStar,Saravena,Colombia,6.955007,-71.8735389,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2596991673,Lancaster House,,Colombia,4.694956,-74.0552376,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2596991676,La Mansión,,Colombia,4.6879602,-74.0493743,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597013246,Hotel Grand House,,Colombia,4.6789156,-74.0537835,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597140216,El Campín,,Colombia,4.6409827,-74.0747245,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597147704,Rosales Plaza,Bogotá D.C.,Colombia,4.6538369,-74.054294,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597156230,Hotel Dann Carlton Bogotá,,Colombia,4.6881605,-74.0469,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597158140,Radisson Metrotel Royal Park,,Colombia,4.6603256,-74.0596635,medium,60,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597331943,Mercure BH Zona Financiera,Bogotá,Colombia,4.6494726,-74.0592459,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597347536,Retiro 84,,Colombia,4.6663787,-74.0507986,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597350602,Holiday Inn Express,,Colombia,4.6779201,-74.0470511,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2597350603,Cité,,Colombia,4.6732072,-74.0533865,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2611093676,Apartaestudios Kafir,,Colombia,4.6307642,-74.0863964,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2613688666,Hotel Boutique La Casa Medellin,Medellín,Colombia,6.2076704,-75.5663999,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2613700602,Penthouse Colombia,Cartagena de Indias,Colombia,10.3687118,-75.5066822,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2613829428,Agua Viva,,Colombia,1.3667787,-77.1634418,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2617910800,Hotel Campestre El Cortijo,,Colombia,4.859969,-75.589803,high,80,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2619350269,Habitaestudios Tamaiti,Medellin,Colombia,6.2425548,-75.6099722,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2623908930,Hotel Merecumbe,,Colombia,11.2549763,-73.7785572,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2630768179,Hotel Dulima,,Colombia,4.1529956,-74.8852496,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2630768180,Hotel Pijao,,Colombia,4.148984,-74.8945691,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631935812,Hotel Inter,,Colombia,4.1509915,-74.892229,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631936461,Hotel Pacanaima,,Colombia,4.15243,-74.8863568,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631940316,Hotel Los Bucaros,,Colombia,4.1525371,-74.8803089,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631941746,Hotel Las Americas,,Colombia,4.1507828,-74.8801953,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631945620,Hotel - Centro Vacacional Maria Dayana,,Colombia,4.1168828,-74.9155415,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631949691,Hotel Mario´s,,Colombia,4.1510417,-74.8876309,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631949692,Hotel San Carlos,,Colombia,4.151709,-74.8793113,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631952843,Hotel Las Palmas,,Colombia,4.173784,-74.8705468,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631956606,Hotel Zamira,,Colombia,4.1528209,-74.8816929,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631958396,Hotel Leska,,Colombia,4.1509451,-74.8820074,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631958945,Hotel La Casona,,Colombia,4.1519242,-74.8825238,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631960453,Hotel Bolivariano,,Colombia,4.1531003,-74.8859066,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631960630,"Hotel Varsovia ""El Paisa""",,Colombia,4.1518659,-74.8889866,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2631961780,Hotel Linda Barinas,,Colombia,4.1498515,-74.8805819,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2632792325,El rancho de Xiomy,Guajira,Colombia,12.1938525,-72.1466286,high,95,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2640966633,Hospedaje Los Palmitos,,Colombia,9.3771303,-75.2722226,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2641105510,Hotel San Judas Tadeo,,Colombia,9.4655508,-75.2123302,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2653819355,Hotel Boutique La Española,,Colombia,5.6346002,-73.5250918,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2661280646,Villa Babilla,,Colombia,9.5279836,-75.5820013,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2661280647,Ibatama del Mar,,Colombia,9.527939,-75.5839791,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2662966875,Casa ICBF,,Colombia,11.5525178,-72.9042478,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2668017296,Familia Hurtado,,Colombia,3.5941373,-76.4856955,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2674873530,Hotel Andaluz,,Colombia,4.1693521,-76.1677987,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2675339312,Familia Varela,,Colombia,3.4426979,-76.4904944,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2675850504,Botanical Xpedition,Ibagué,Colombia,4.4216608,-75.2584799,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2675873944,Montezuma Ecolodge,,Colombia,5.2303346,-76.0836081,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2682217556,Termales de Agua Hirviendo,,Colombia,2.3300255,-76.488942,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2682478039,Central,,Colombia,1.117751,-76.32726,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2682478040,La Cabaña,,Colombia,1.1181173,-76.3273512,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2682478044,Sofi,,Colombia,1.118123,-76.3254477,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2682696068,Familia Vargas,,Colombia,3.4338924,-76.5065737,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2682728643,Familia Ocampo Lopéz,,Colombia,3.443014,-76.5422094,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2685756829,El santuario,,Colombia,4.675615,-75.654345,medium,65,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2685788815,Eco cabañas,,Colombia,4.677618,-75.643948,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2685788830,Los sauces,,Colombia,4.6778619,-75.6434463,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2687242675,Hotel Las Rocas,Villanueva,Colombia,6.671659,-73.17991,high,100,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2688941231,Hostel Renacer - Colombian Highlands,,Colombia,5.6412378,-73.5129077,high,70,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2695062409,Hotel Patia,,Colombia,2.1116094,-76.9885001,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2700740040,Hotel Plazuela Real,Bucaramanga,Colombia,7.10788,-73.1183144,high,75,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2718182347,Amoblados La Machaca,,Colombia,3.4684909,-76.5099769,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2721468114,Samán Hostel,Medellín,Colombia,6.209062,-75.5662915,high,85,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2721491357,Cispata Marina Hotel,,Colombia,9.4000174,-75.7758192,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2727444499,Familia Alvarado,,Colombia,3.6992789,-76.4462354,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2731381692,Motel Los Laureles,,Colombia,11.2236357,-74.1628738,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2731381693,Hotel Santander,,Colombia,11.2244217,-74.1619924,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2732692887,Club Vacacional Asmedas,,Colombia,11.1914916,-74.2310696,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2732692888,Nautilius suit,,Colombia,11.1882289,-74.233151,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2732692891,Motel el Paraiso,,Colombia,11.2090464,-74.1928106,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
node/2738667078,Donde Fercho,,Colombia,4.677163,-75.6565428,medium,55,osm-colombia-hotel-focused-choice-cala-2026-05-20
