candidateAirtableRecordId,sourceRecordId,osmSourceUrl,wikidataQid,wikidataUrl,candidateHotelName,wikidataHotelName,candidateCountry,candidateCity,candidateLatitude,candidateLongitude,candidateWebsite,candidatePhone,candidateBrand,wikidataWebsite,wikidataOperator,wikidataOwner,wikidataWikipediaUrl,matchScore,matchReason,evidenceCount,sourceCount,promotionEligibility,promotionRecommendation,reviewRiskLevel,humanReviewNotes,proposedDealalityHotelId,proposedVerifiedHotelName,proposedVerificationStatus
recBPgaQpHjB11jcZ,node/3523794277,https://www.openstreetmap.org/node/3523794277,Q112020371,https://www.wikidata.org/wiki/Q112020371,Bella Vista,Hotel Real Bella Vista,Dominican Republic,Santo domingo,18.4557147,-69.9468062,,+1809 508 1800,,,,,,90,name=0.75; city; geo=38m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-bella-vista-23794277,Bella Vista,pending_review
recNDQRvSizsV0UjE,node/593861356,https://www.openstreetmap.org/node/593861356,Q111884775,https://www.wikidata.org/wiki/Q111884775,Hotel El Rancho Sosua,Hotel El Rancho Sosua,Dominican Republic,,19.7651861,-70.5168845,,,,,,,,90,name=1.00; geo=27m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-el-rancho-sosua-93861356,Hotel El Rancho Sosua,pending_review
recQO38J9jmhJVPlf,node/1745039683,https://www.openstreetmap.org/node/1745039683,Q112020373,https://www.wikidata.org/wiki/Q112020373,Aparta Hotel Plaza del Sol,Aparta Hotel Plaza del Sol,Dominican Republic,,18.4653437,-69.9158948,,,,,,,,90,name=1.00; geo=20m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-aparta-hotel-plaza-del-sol-45039683,Aparta Hotel Plaza del Sol,pending_review
recWTiwpEGsMa5Ckc,node/2966028861,https://www.openstreetmap.org/node/2966028861,Q111884771,https://www.wikidata.org/wiki/Q111884771,Hotel Alegria,Hotel Alegria,Dominican Republic,,19.7510559,-70.4024362,,,,,,,,90,name=1.00; geo=61m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-alegria-66028861,Hotel Alegria,pending_review
rect5ZNTJdpKGcANQ,node/4576227595,https://www.openstreetmap.org/node/4576227595,Q112020316,https://www.wikidata.org/wiki/Q112020316,fata morgana,Fata Morgana,Dominican Republic,,19.3083697,-69.5530541,http://fatamorganalasterrenas.com,8098365541,Edit de jong,,,,,90,name=1.00; geo=55m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-fata-morgana-76227595,fata morgana,pending_review
recxaYzaUqgxL4lIE,node/4660748798,https://www.openstreetmap.org/node/4660748798,Q111414797,https://www.wikidata.org/wiki/Q111414797,Grand Bahia Principe Bavaro,Bahia Principe Grand Bavaro,Dominican Republic,,18.721967,-68.4658096,,,,,,,,90,name=1.00; geo=22m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-grand-bahia-principe-bavaro-60748798,Grand Bahia Principe Bavaro,pending_review
rechyvarRE550RVQa,way/335856784,https://www.openstreetmap.org/way/335856784,Q111414789,https://www.wikidata.org/wiki/Q111414789,Dreams Punta Cana Resort & Spa,Dreams Punta Cana Resort & Spa,Dominican Republic,Punta Cana,18.8036592,-68.5743011,,,,,,,,85,name=1.00; geo=27m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-dreams-punta-cana-resort-spa-35856784,Dreams Punta Cana Resort & Spa,pending_review
recPBrMFrafqtof6c,way/407053188,https://www.openstreetmap.org/way/407053188,Q112020303,https://www.wikidata.org/wiki/Q112020303,Azzurra Aparta Hotel,Aparta Hotel Azzurra,Dominican Republic,Boca Chica,18.4481197,-69.6079772,,,,,,,,77,name=1.00; geo=147m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-azzurra-aparta-hotel-07053188,Azzurra Aparta Hotel,pending_review
recW9WJaGgmhUIGa9,node/431025349,https://www.openstreetmap.org/node/431025349,Q19873054,https://www.wikidata.org/wiki/Q19873054,Barceló Bávaro Palace Deluxe,Barceló Bávaro Palace Deluxe,Dominican Republic,,18.6636871,-68.3960501,http://www.barcelobavarocaribe.com/,,,,,,https://en.wikipedia.org/wiki/Barcel%C3%B3_B%C3%A1varo_Grand_Resort,77,name=1.00; geo=134m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-barcelo-bavaro-palace-deluxe-31025349,Barceló Bávaro Palace Deluxe,pending_review
recwsFvI2qhP3lNhs,way/407017172,https://www.openstreetmap.org/way/407017172,Q111884785,https://www.wikidata.org/wiki/Q111884785,Hotel Villa Capri,Hotel Villa Capri,Dominican Republic,Boca Chica,18.4544091,-69.6078291,,(809) 5239374,,,,,,77,name=1.00; geo=168m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-villa-capri-07017172,Hotel Villa Capri,pending_review
recIC0otiAqyP7Yfy,node/3758021425,https://www.openstreetmap.org/node/3758021425,Q112020355,https://www.wikidata.org/wiki/Q112020355,Casa Rural el Paraiso de Saona,Casa Rural El Paraíso de Saona,Dominican Republic,,18.1297261,-68.7346533,,,,,,,,77,name=1.00; geo=215m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-casa-rural-el-paraiso-de-saona-58021425,Casa Rural el Paraiso de Saona,pending_review
recVcTzjeh5sFT3o2,node/6996449236,https://www.openstreetmap.org/node/6996449236,Q111884780,https://www.wikidata.org/wiki/Q111884780,Hotel Coco,Coco Hotel,Dominican Republic,,19.7732211,-70.5107316,,,,,,,,77,name=1.00; geo=130m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-coco-96449236,Hotel Coco,pending_review
reci5xJncjJmpVOaJ,node/8327794617,https://www.openstreetmap.org/node/8327794617,Q112020381,https://www.wikidata.org/wiki/Q112020381,hotel Maison Gautreaux,Hotel Maison Gautreaux,Dominican Republic,,18.4642127,-69.8958331,,,,,,,,77,name=1.00; geo=133m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-maison-gautreaux-27794617,hotel Maison Gautreaux,pending_review
recUTk9OM3ptfZQiD,node/3076134847,https://www.openstreetmap.org/node/3076134847,Q111884772,https://www.wikidata.org/wiki/Q111884772,Ultravioleta Boutique Residences,Ultravioleta Boutique Residences,Dominican Republic,,19.7568943,-70.417365,,,,,,,,77,name=1.00; geo=118m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-ultravioleta-boutique-residences-76134847,Ultravioleta Boutique Residences,pending_review
recVtA4dEwSBGZUEj,node/3051207800,https://www.openstreetmap.org/node/3051207800,Q112020322,https://www.wikidata.org/wiki/Q112020322,Castillo Romano,Castillo Romano,Dominican Republic,,19.3169723,-69.5382971,,,,,,,,77,name=1.00; geo=76m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-castillo-romano-51207800,Castillo Romano,pending_review
rec8xviYYtFZyESbo,node/4105363389,https://www.openstreetmap.org/node/4105363389,Q111122868,https://www.wikidata.org/wiki/Q111122868,Dan and Manty's Guesthouse and Hostel,Manty's Guesthouse,Dominican Republic,,19.3148871,-69.5407538,,+18498735742,,,,,,75,name=0.75; geo=4m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-dan-and-manty-s-guesthouse-and-hostel-05363389,Dan and Manty's Guesthouse and Hostel,pending_review
recMNHMHCJQAFrotm,node/314446408,https://www.openstreetmap.org/node/314446408,Q111414757,https://www.wikidata.org/wiki/Q111414757,Hamaca,Be Live Experience Hamaca Beach,Dominican Republic,,18.4492217,-69.6040935,,,,,,,,75,name=0.75; geo=10m,3,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hamaca-14446408,Hamaca,pending_review
recQ4aXR359U19MXz,node/12546573956,https://www.openstreetmap.org/node/12546573956,Q112020361,https://www.wikidata.org/wiki/Q112020361,Riviera Punta Cana,Riviera Punta Cana Eco Travelers House,Dominican Republic,,18.6857465,-68.4176638,,,,,,,,75,name=0.75; geo=42m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-riviera-punta-cana-46573956,Riviera Punta Cana,pending_review
recf5x3w91FQ13kcp,way/153864150,https://www.openstreetmap.org/way/153864150,Q111414841,https://www.wikidata.org/wiki/Q111414841,Hotel Barceló Santo Domingo,Barcelo Santo Domingo,Dominican Republic,,18.4748726,-69.912525,https://www.barcelo.com/en-us/barcelo-hotels/hotels/dominican-republic/santo-domingo/barcelo-santo-domingo,+ 1 809 563 5000,,,,,,75,name=0.78; geo=38m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-barcelo-santo-domingo-53864150,Hotel Barceló Santo Domingo,pending_review
recmNLKZ7WkuryYdv,way/406664905,https://www.openstreetmap.org/way/406664905,Q111414845,https://www.wikidata.org/wiki/Q111414845,Hotel Palacio,Boutique Hotel Palacio,Dominican Republic,Santo Domingo,18.4735624,-69.8862797,https://www.hotel-palacio.com/,8096824730,,,,,,75,name=0.75; geo=26m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-palacio-06664905,Hotel Palacio,pending_review
recmuw66AY9nu280s,node/7243024569,https://www.openstreetmap.org/node/7243024569,Q111414774,https://www.wikidata.org/wiki/Q111414774,Chalet Tropical,Chalet Tropical Bio Hotel,Dominican Republic,,19.2911184,-69.2034094,,,,,,,,75,name=0.75; geo=31m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-chalet-tropical-43024569,Chalet Tropical,pending_review
recxs2xZCZVl6Xdsm,node/3681551947,https://www.openstreetmap.org/node/3681551947,Q111414837,https://www.wikidata.org/wiki/Q111414837,Embassy Suites by Hilton,Embassy Suites by Hilton Santo Domingo,Dominican Republic,,18.4756481,-69.9272198,,,,,,,,75,name=0.75; geo=43m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-embassy-suites-by-hilton-81551947,Embassy Suites by Hilton,pending_review
reczAcSUsaitnfvDn,node/5103798423,https://www.openstreetmap.org/node/5103798423,Q112020383,https://www.wikidata.org/wiki/Q112020383,El Señorial,Señorial,Dominican Republic,,18.466038,-69.8953794,,8096874367,,,,,,75,name=0.75; geo=4m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-el-senorial-03798423,El Señorial,pending_review
recAVrsqIjW8G7461,way/312593390,https://www.openstreetmap.org/way/312593390,Q111414743,https://www.wikidata.org/wiki/Q111414743,Hodelpa Garden Court Hotel,Hodelpa Garden Court,Dominican Republic,,19.3993701,-70.6292536,https://www.hodelpa.com/,+1 (809) 612-7000,Hodelpa,,,,,75,name=0.77; geo=52m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hodelpa-garden-court-hotel-12593390,Hodelpa Garden Court Hotel,pending_review
recJecyKdVxKkQ0v9,node/5936807188,https://www.openstreetmap.org/node/5936807188,Q112020330,https://www.wikidata.org/wiki/Q112020330,Hotel Cotubanamá,Hotel Cotubanama Samaná,Dominican Republic,,19.2040937,-69.3379862,,,,,,,,75,name=0.75; geo=40m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-cotubanama-36807188,Hotel Cotubanamá,pending_review
recVZaBBM0gQS0Cpq,node/1391142522,https://www.openstreetmap.org/node/1391142522,Q111884776,https://www.wikidata.org/wiki/Q111884776,New Garden,New Garden Hotel,Dominican Republic,,19.7652485,-70.5156179,,,,,,,,75,name=0.75; geo=10m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-new-garden-91142522,New Garden,pending_review
receKU120rVrNpXiP,way/151713273,https://www.openstreetmap.org/way/151713273,Q111414764,https://www.wikidata.org/wiki/Q111414764,Alisei,Hotel Alisei,Dominican Republic,,19.3259916,-69.5457683,https://www.aliseihotelspa.com/,809-240-5555,,,,,,75,name=0.75; geo=44m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-alisei-51713273,Alisei,pending_review
recg4djmMvHlS87Ho,node/4744190223,https://www.openstreetmap.org/node/4744190223,Q111120312,https://www.wikidata.org/wiki/Q111120312,Laguna Park Hostel,Laguna Park Hostel ( El Castillo),Dominican Republic,,19.7446176,-70.4076488,,,,,,,,75,name=0.75; geo=26m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-laguna-park-hostel-44190223,Laguna Park Hostel,pending_review
reckp5uQsaHW9qENs,node/12659951042,https://www.openstreetmap.org/node/12659951042,Q111884826,https://www.wikidata.org/wiki/Q111884826,Rig Hotel Boutique,Rig Hotel Boutique Puerto Malecon,Dominican Republic,,18.4679487,-69.8904433,,,,,,,,75,name=0.75; geo=13m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-rig-hotel-boutique-59951042,Rig Hotel Boutique,pending_review
rec0bnhmBBccd6UCB,node/12998607201,https://www.openstreetmap.org/node/12998607201,Q111414817,https://www.wikidata.org/wiki/Q111414817,Impressive Punta Cana - All Inclusive,Impressive Punta Cana,Dominican Republic,,18.6884029,-68.4182155,,,,,,,,75,name=0.75; geo=53m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-impressive-punta-cana-all-inclusive-98607201,Impressive Punta Cana - All Inclusive,pending_review
recKEtAHaeyUKlR1k,node/9856719770,https://www.openstreetmap.org/node/9856719770,Q111884808,https://www.wikidata.org/wiki/Q111884808,Hotel Villa La Plantacion,Villa La Plantacion,Dominican Republic,Las Galeras,19.2905418,-69.1975057,https://villalaplantacion.com,+1 829 9169055,,,,,,75,name=0.76; geo=66m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-villa-la-plantacion-56719770,Hotel Villa La Plantacion,pending_review
recPscG7G4EBpZDIl,way/1006947117,https://www.openstreetmap.org/way/1006947117,Q111884816,https://www.wikidata.org/wiki/Q111884816,Hotel Art Villa Dominicana,Art Villa Dominicana,Dominican Republic,,18.6845175,-68.4203362,,,,,,,,75,name=0.77; geo=13m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-art-villa-dominicana-06947117,Hotel Art Villa Dominicana,pending_review
recQnihApwucfB5w6,way/379027094,https://www.openstreetmap.org/way/379027094,Q111414838,https://www.wikidata.org/wiki/Q111414838,Hotel BQ;Vent W&P Santo Domingo,W&P Santo Domingo,Dominican Republic,Santo Domingo,18.4569746,-69.9366666,https://workandpleasurehotels.com/,,,,,,,75,name=0.75; geo=46m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotel-bq-vent-w-p-santo-domingo-79027094,Hotel BQ;Vent W&P Santo Domingo,pending_review
reccUVE69TPsbq5m9,way/630842152,https://www.openstreetmap.org/way/630842152,Q112020378,https://www.wikidata.org/wiki/Q112020378,Hotal San Francisco de Asis,Hostal San Francisco de Asis,Dominican Republic,Santo Domingo,18.4664482,-69.8988277,https://hostalsanfranciscodeasis.com/,(809) 685-0101,,,,,,75,name=0.67; city; geo=4m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-hotal-san-francisco-de-asis-30842152,Hotal San Francisco de Asis,pending_review
recdQJ5dxURnGLvSg,way/407075377,https://www.openstreetmap.org/way/407075377,Q112020307,https://www.wikidata.org/wiki/Q112020307,Calypso Beach Hotel,Calypso Beach,Dominican Republic,,18.449603,-69.606151,,,,,,,,75,name=0.75; geo=26m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-calypso-beach-hotel-07075377,Calypso Beach Hotel,pending_review
reclyKVTPWzUTtLpC,node/7243015034,https://www.openstreetmap.org/node/7243015034,Q111884807,https://www.wikidata.org/wiki/Q111884807,La Isleta,B&B La Isleta Apart Hotel,Dominican Republic,,19.2920415,-69.198925,,,,,,,,75,name=0.75; geo=7m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-la-isleta-43015034,La Isleta,pending_review
recqeF4TdbXDrO5ZH,way/406786249,https://www.openstreetmap.org/way/406786249,Q111121540,https://www.wikidata.org/wiki/Q111121540,Island Life Backpackers Hostel,Island Life Hostel,Dominican Republic,,18.4783554,-69.8844268,,809 333 9374,,,,,,75,name=0.75; geo=6m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-island-life-backpackers-hostel-06786249,Island Life Backpackers Hostel,pending_review
rec50FMWNQFBFxsg7,node/593861357,https://www.openstreetmap.org/node/593861357,Q112020289,https://www.wikidata.org/wiki/Q112020289,Hotel Sea Breeze,Hotel Sea Breeze Sosua,Dominican Republic,,19.7653938,-70.5162983,,,,,,,,75,name=0.75; geo=13m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-sea-breeze-93861357,Hotel Sea Breeze,pending_review
recHX7RRef22rDt4C,way/407741181,https://www.openstreetmap.org/way/407741181,Q112020379,https://www.wikidata.org/wiki/Q112020379,Hotel La Casona,Hotel La Casona Dorada,Dominican Republic,,18.4661944,-69.8966711,,,,,,,,75,name=0.75; geo=21m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-hotel-la-casona-07741181,Hotel La Casona,pending_review
reckIypxD4nuH0bJW,node/4239744248,https://www.openstreetmap.org/node/4239744248,Q111414761,https://www.wikidata.org/wiki/Q111414761,Cofresi Palm,Cofresi Palm Beach & Spa Resort All Inclusive,Dominican Republic,,19.8187231,-70.7303509,,,,,,,,75,name=0.75; geo=29m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-cofresi-palm-39744248,Cofresi Palm,pending_review
rec822nMHCu82Tqke,node/1391142503,https://www.openstreetmap.org/node/1391142503,Q111884774,https://www.wikidata.org/wiki/Q111884774,terra linda,Terra Linda Resort,Dominican Republic,,19.7652283,-70.5148132,,,,,,,,75,name=0.75; geo=31m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-terra-linda-91142503,terra linda,pending_review
rec8aY2pDH0FjxEwV,way/313829668,https://www.openstreetmap.org/way/313829668,Q111414775,https://www.wikidata.org/wiki/Q111414775,Grand Paradise Samana,Grand Paradise Samana All Inclusive,Dominican Republic,,19.2919118,-69.1899243,,,,,,,,75,name=0.75; geo=50m,1,2,needs_manual_research,review_before_promote,medium,Candidate city missing.,dh-do-grand-paradise-samana-13829668,Grand Paradise Samana,pending_review
recD73GrVBSto0NoS,way/177332376,https://www.openstreetmap.org/way/177332376,Q111414843,https://www.wikidata.org/wiki/Q111414843,Crowne Plaza,Crowne Plaza Santo Domingo,Dominican Republic,Santo Domingo,18.4639693,-69.8963633,,,Crowne Plaza,,,,,75,name=0.75; geo=62m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-crowne-plaza-77332376,Crowne Plaza,pending_review
rece8cjxNMN9zPISn,way/540475898,https://www.openstreetmap.org/way/540475898,Q111414783,https://www.wikidata.org/wiki/Q111414783,Dreams Dominicus La Romana,Dreams Dominicus La Romana - All Inclusive,Dominican Republic,Bahahibe,18.3454757,-68.8198493,,+1 809-221-0303,Dreams,,,,,75,name=0.75; geo=39m,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Wikidata validation present; human sign-off required.,dh-do-dreams-dominicus-la-romana-40475898,Dreams Dominicus La Romana,pending_review
