sourceRecordId,rawHotelName,qualityTier,qualityScore,matchConfidence,matchRecommendedAction,wouldWrite
node/6425797885,Виталий Олесик,medium,55,none,likely_new_candidate,yes
node/6429388223,HOTEL BRISOL,medium,55,none,likely_new_candidate,yes
node/6448141485,Lopesa,medium,60,medium,likely_existing,yes
node/6467016348,Complejo Turístico Hora Azul,medium,55,none,likely_new_candidate,yes
node/6468314516,Hotel Emotions by Hodelpa,medium,55,none,likely_new_candidate,yes
node/6476870837,Hotel Nueva York,medium,55,none,likely_new_candidate,yes
node/6482988314,Hotel Perla del Sur,medium,55,none,likely_new_candidate,yes
node/6508652186,Cabañas Kiss,high,70,none,likely_new_candidate,yes
node/6514622885,El Conde,medium,55,none,likely_new_candidate,yes
node/6514622986,EL Conde,medium,55,none,likely_new_candidate,yes
node/6561542253,Cabrera Chalet,high,100,none,likely_new_candidate,yes
node/6566452585,Casa,medium,55,none,likely_new_candidate,yes
node/6592115592,Punta Rucia,medium,60,none,likely_new_candidate,yes
node/6592115593,Hotel Sand Bay Oceanfront,medium,60,none,likely_new_candidate,yes
node/6604034360,Casa de Huespedes Colonial,high,75,none,likely_new_candidate,yes
node/6604081464,Share Melvi Apartment,high,85,none,likely_new_candidate,yes
node/6615239085,MT hotel,medium,55,none,likely_new_candidate,yes
node/6778035756,"7""S""",medium,55,none,likely_new_candidate,yes
node/6803118224,Hotel Patria,medium,65,none,likely_new_candidate,yes
node/6803118225,Hotel Gri Gri,medium,65,none,likely_new_candidate,yes
node/6803329397,Hotel Balcones De La Bahia,medium,65,none,likely_new_candidate,yes
node/6847561182,Mira Cielo,medium,55,none,likely_new_candidate,yes
node/6908171775,Casa Ana,medium,55,none,likely_new_candidate,yes
node/6939934185,Mosquito Hotel,medium,55,none,likely_new_candidate,yes
node/6996449236,Hotel Coco,medium,55,none,likely_new_candidate,yes
node/7098867211,Louisa Apart Hotel,high,80,low,needs_research,yes
node/7104816985,Hostal juana,medium,55,none,likely_new_candidate,yes
node/7137367776,Hotel Green Palace,high,85,none,likely_new_candidate,yes
node/7243009922,Casa PorqueNo,medium,55,none,likely_new_candidate,yes
node/7243015034,La Isleta,medium,55,none,likely_new_candidate,yes
node/7243015035,Arena Oceanview Hotel & La Terraza Restaurant,high,100,none,likely_new_candidate,yes
node/7243024423,La Ballena Backpackers,medium,55,none,likely_new_candidate,yes
node/7243024569,Chalet Tropical,medium,55,none,likely_new_candidate,yes
node/7243040458,Il Triangolo,medium,55,none,likely_new_candidate,yes
node/7243041990,Hotel Playita,medium,55,none,likely_new_candidate,yes
node/7243042685,Hotel GriGri,medium,55,none,likely_new_candidate,yes
node/7274607989,Las Galeras Hotel,high,75,low,needs_research,yes
node/7353668140,La Dolce Vita,medium,55,none,likely_new_candidate,yes
node/7353680458,Residencial Miralar,medium,55,none,likely_new_candidate,yes
node/7353712778,Hotel Atlantis,medium,55,none,likely_new_candidate,yes
node/7353715793,Las Cayenas,medium,55,none,likely_new_candidate,yes
node/7353716226,CostArena,medium,55,none,likely_new_candidate,yes
node/7353717218,Residencial Corte del Mar,medium,55,none,likely_new_candidate,yes
node/7353717750,Don Cesar,medium,55,none,likely_new_candidate,yes
node/7353719286,Palmeraie,medium,55,none,likely_new_candidate,yes
node/7353721699,Josefina,medium,55,none,likely_new_candidate,yes
node/7353722254,Aligio Apart-Hotel,medium,55,none,likely_new_candidate,yes
node/7477488347,villa pajon,high,75,none,likely_new_candidate,yes
node/7555156150,Sunrise Villa,medium,55,none,likely_new_candidate,yes
node/7560527285,Castillo del Mar,medium,55,none,likely_new_candidate,yes
node/7741588385,Green Coast hotel,high,70,none,likely_new_candidate,yes
node/7949317139,Villa Querida,high,70,none,likely_new_candidate,yes
node/8026710897,Hyatt Zilara Cap Cana,medium,65,high,likely_existing,yes
node/8078244124,Hotel Patria,medium,55,none,likely_new_candidate,yes
node/8078244168,Hotel Brisas del Este,medium,55,none,likely_new_candidate,yes
node/8078244181,Dormitorio San Miguel,medium,55,none,likely_new_candidate,yes
node/8105435331,Casa Larimar,medium,60,none,likely_new_candidate,yes
node/8116547995,Majestic Mirage Punta Cana - All-Suite Resort,high,100,medium,likely_existing,yes
node/8262599417,Casa Amelia,medium,55,none,likely_new_candidate,yes
node/8291988618,villa bebé,medium,55,none,likely_new_candidate,yes
node/8327794617,hotel Maison Gautreaux,medium,55,medium,likely_existing,yes
node/8327794618,playa la poza de bojolo,medium,55,none,likely_new_candidate,yes
node/8379439887,Hotel Casa Robinson,medium,55,none,likely_new_candidate,yes
node/8412574318,Hotel New Ark,medium,55,none,likely_new_candidate,yes
node/8439135417,Hotel El Maca,medium,55,none,likely_new_candidate,yes
node/8439138417,Hotel Natalie,medium,55,none,likely_new_candidate,yes
node/8451322921,Hotel Doña Sol,medium,55,none,likely_new_candidate,yes
node/8542028917,Miguel Francisco Guerrero,medium,60,none,likely_new_candidate,yes
node/8568212422,Bellevue Dominican Bay,medium,55,high,likely_existing,yes
node/8710203019,Aparta Hotel La Bahia,medium,55,none,likely_new_candidate,yes
node/8777942017,King Hotel,medium,55,none,likely_new_candidate,yes
node/8796382545,Casa Jardín Montesacro,high,85,none,likely_new_candidate,yes
node/8796411064,Altos de La Caobita Ecolodge,high,85,none,likely_new_candidate,yes
node/8817747617,Mi Vista Mountain Resort,medium,55,none,likely_new_candidate,yes
node/8818855013,Diamond Hotel Cabarete,medium,55,none,likely_new_candidate,yes
node/8870231217,Alojamiento,medium,55,none,likely_new_candidate,yes
node/8881479779,Hotel Caserma,medium,55,none,likely_new_candidate,yes
node/8928125790,Hotel Riviera Campo Verde,medium,55,none,likely_new_candidate,yes
node/8999961404,Aparta Hotel Caribe Paraíso,medium,55,none,likely_new_candidate,yes
node/9027266036,Altea Palace,high,80,none,likely_new_candidate,yes
node/9028309788,Hotel Loro Tuerto,medium,55,none,likely_new_candidate,yes
node/9028346259,La Rancheta,medium,55,none,likely_new_candidate,yes
node/9051047481,Surfbreak Cabarete,high,90,none,likely_new_candidate,yes
node/9054291383,Class Colonial,high,70,none,likely_new_candidate,yes
node/9143633569,La Serenissima,medium,55,none,likely_new_candidate,yes
node/9165301517,Unique Exotic Hotel,medium,60,none,likely_new_candidate,yes
node/9167682913,Hotel Naragua,medium,65,none,likely_new_candidate,yes
node/9184126458,Hostel La Junglita,medium,55,none,likely_new_candidate,yes
node/9184126460,La Orilla Las Galeras,medium,55,none,likely_new_candidate,yes
node/9284022017,Hotel Boutique Santiago Apostol,high,85,none,likely_new_candidate,yes
node/9296353657,"Radisson Blu Resort & Residence, Punta Cana",high,100,none,likely_new_candidate,yes
node/9296353739,AC Hotel by Marriott Punta Cana,high,100,low,needs_research,yes
node/9320997860,Oasi Encantada Beach Resort,high,80,none,likely_new_candidate,yes
node/9330856129,Hotel Savas Salinas,high,85,none,likely_new_candidate,yes
node/9381445917,Ocean El Faro,medium,55,medium,likely_existing,yes
node/9470231876,Gasque,medium,55,none,likely_new_candidate,yes
node/9483852883,Hotel Caribani,high,70,none,likely_new_candidate,yes
node/9490531017,Hotel park,medium,55,none,likely_new_candidate,yes
node/9525549270,Bamboojam Villa,high,70,none,likely_new_candidate,yes
node/9566324244,Las Puertas Del Paraiso,medium,55,none,likely_new_candidate,yes
node/9631615727,Terramar,medium,55,none,likely_new_candidate,yes
node/9668071343,El Encuentro Surf Lodge,high,70,none,likely_new_candidate,yes
node/9671944817,Heidy’s Guesthouse,medium,60,none,likely_new_candidate,yes
node/9856719770,Hotel Villa La Plantacion,high,100,none,likely_new_candidate,yes
node/10093756817,Casa de Bethania,medium,55,none,likely_new_candidate,yes
node/10095525617,Catalina Tropical Lodge,medium,55,none,likely_new_candidate,yes
node/10176619116,Hacienda La Promesa,medium,55,none,likely_new_candidate,yes
node/10208337426,The water melon house,medium,55,none,likely_new_candidate,yes
node/10262424309,Villa Paula,medium,60,none,likely_new_candidate,yes
node/10596455107,Hotel Glamour,high,70,none,likely_new_candidate,yes
node/10681170892,Triton Hotel Boutique & Restaurant,medium,60,none,likely_new_candidate,yes
node/10681194938,La Cueva del Che,medium,60,none,likely_new_candidate,yes
node/10702912612,Villas Mana Las Terrenas,medium,55,none,likely_new_candidate,yes
node/10716313546,Palms Lounge,medium,55,none,likely_new_candidate,yes
node/10823294756,Domescape Glamping Miches,high,80,none,likely_new_candidate,yes
node/10880951451,Hermosa Suites,medium,55,none,likely_new_candidate,yes
node/11035653720,Hotel Casa Coco,high,90,none,likely_new_candidate,yes
node/11035653721,Bicicletas Boca Chica,medium,55,low,needs_research,yes
node/11057172205,Casa Papa Loco,medium,55,none,likely_new_candidate,yes
node/11102602341,Villa Mamanita,high,100,none,likely_new_candidate,yes
node/11106056290,Villa Scooby,high,70,none,likely_new_candidate,yes
node/11158547600,Los Corales Beach Village Suites,high,90,none,likely_new_candidate,yes
node/11158547601,Las Terrazas Condo Apartment,high,90,none,likely_new_candidate,yes
node/11158547602,Flor del Mar Condo Apartment,high,90,none,likely_new_candidate,yes
node/11158547603,La Piazzetta PREMIUM Suites,high,90,none,likely_new_candidate,yes
node/11196218131,hotel fundacipe,medium,55,none,likely_new_candidate,yes
node/11216277399,"Marriott Miches Beach, An All-Inclusive Resort",medium,65,medium,likely_existing,yes
node/11258546274,Villa Castellamonte,medium,55,none,likely_new_candidate,yes
node/11628073769,Melia caribe beach resort,medium,55,medium,likely_existing,yes
node/11700822269,Pofirio rojas,medium,65,none,likely_new_candidate,yes
node/11701328169,Claudio Polanco,medium,65,none,likely_new_candidate,yes
node/11701333069,Claudio Polanco,medium,65,none,likely_new_candidate,yes
node/11724531571,Francisco Villar,medium,65,none,likely_new_candidate,yes
node/11724680769,Mario María Toribio,medium,55,none,likely_new_candidate,yes
node/11724857670,Roberto Robinson,medium,55,none,likely_new_candidate,yes
node/11724900469,José Alejandro Payan,medium,55,none,likely_new_candidate,yes
node/11725161869,Rafael Severino,medium,55,none,likely_new_candidate,yes
node/11725181469,Ana Mercedes Joaquín,medium,55,none,likely_new_candidate,yes
node/11732267879,"Hotel Santiago, Curio Collection by Hilton",high,100,medium,likely_existing,yes
node/11766192870,Nelson Yunior Meléndez,medium,55,none,likely_new_candidate,yes
node/11766386269,César Javier de la Cruz,medium,55,none,likely_new_candidate,yes
node/11826535303,Gato Colonial,medium,55,none,likely_new_candidate,yes
node/11831271471,Watermelon House,medium,55,none,likely_new_candidate,yes
node/11844917769,Ramón,medium,55,none,likely_new_candidate,yes
node/11847656972,Sola de Alexander en Hipódromo,medium,55,none,likely_new_candidate,yes
node/11874240474,Hotel Garrido,high,75,none,likely_new_candidate,yes
node/12038454403,madame aparta hotel,high,85,none,likely_new_candidate,yes
node/12044776625,Hotel Óleo Méndez,medium,55,none,likely_new_candidate,yes
node/12044776626,hotel adelaida,medium,55,none,likely_new_candidate,yes
node/12044785937,hotel Isla beata,medium,55,none,likely_new_candidate,yes
node/12044986428,restauran,medium,55,none,likely_new_candidate,yes
node/12536259200,Cabarete Morning Breeze,medium,65,none,likely_new_candidate,yes
node/12542637990,Hotel Teresa,medium,55,none,likely_new_candidate,yes
node/12546573956,Riviera Punta Cana,medium,55,low,needs_research,yes
node/12546573958,Honky Tonky Punta Cana,medium,55,none,likely_new_candidate,yes
node/12546573960,Noé Hotel,medium,55,none,likely_new_candidate,yes
node/12659951042,Rig Hotel Boutique,medium,55,low,needs_research,yes
node/12798112370,Hotel & Apartments Buchen,high,100,none,likely_new_candidate,yes
node/12818363772,Holiday Inn Santo Domingo,medium,65,high,likely_existing,yes
node/12849541339,Hotel Faranda Single 1,high,70,none,likely_new_candidate,yes
node/12914358579,Leysi's Garden,high,100,none,likely_new_candidate,yes
node/12919682928,Hotel el Escondite,high,85,none,likely_new_candidate,yes
node/12947207545,hotel villasol Pedernales,high,85,none,likely_new_candidate,yes
node/12947286799,HOTEL MADRID,high,85,none,likely_new_candidate,yes
node/12947329313,La casa de mamita,medium,55,none,likely_new_candidate,yes
node/12947329314,Hotel Casa Oasis,medium,65,none,likely_new_candidate,yes
node/12952042987,Hotel Decameron (CERRADO),medium,55,none,likely_new_candidate,yes
node/12961247392,Hilton Garden Inn La Romana,medium,65,high,likely_existing,yes
node/12998607201,Impressive Punta Cana - All Inclusive,medium,60,none,likely_new_candidate,yes
node/12998788201,Hotel Bocaino,medium,60,none,likely_new_candidate,yes
node/13050362262,Hostal Shivas,high,100,none,likely_new_candidate,yes
node/13081433749,Viva Dominicus Beach by Wyndham,high,70,medium,likely_existing,yes
node/13154430213,Motel El Triangulo,medium,55,none,likely_new_candidate,yes
node/13154430322,Antiguo Hotel El 3,medium,55,none,likely_new_candidate,yes
node/13165874914,Casa Barbara Las Terrenas,high,100,none,likely_new_candidate,yes
node/13231723317,Hotel karymi,medium,55,none,likely_new_candidate,yes
node/13231723318,Hostal y Restaurant Doña Cuca Jordan,medium,55,none,likely_new_candidate,yes
node/13231723319,hostal rincónsito cibaeño,medium,55,none,likely_new_candidate,yes
node/13231723320,hotel la flor de ale,medium,55,none,likely_new_candidate,yes
node/13231723321,hotel zoila antonio,medium,55,none,likely_new_candidate,yes
node/13278847933,"Villas Maranata, Las Terrenas",medium,55,none,likely_new_candidate,yes
node/13278847939,Hotel Playa Coson,medium,55,none,likely_new_candidate,yes
node/13311173931,The Hub by Acunmedya,medium,55,none,likely_new_candidate,yes
node/13322473574,hotel undanda,medium,55,none,likely_new_candidate,yes
node/13322473576,hotel Ruber,medium,55,none,likely_new_candidate,yes
node/13322963399,sfm hotel,medium,55,none,likely_new_candidate,yes
node/13323009901,hotel pegui,medium,55,none,likely_new_candidate,yes
node/13424222116,Cabañas La Uni,medium,55,none,likely_new_candidate,yes
node/13424222118,Cabañas Yes,medium,55,none,likely_new_candidate,yes
node/13503259301,Punta Cana Ecolodge Costa Arrecife Lavacama,high,80,none,likely_new_candidate,yes
node/13591844893,PF Hotel,high,75,none,likely_new_candidate,yes
node/13623931536,Hotel Anselmo,high,100,none,likely_new_candidate,yes
node/13801667501,Hotel Restaurante Abys Nefertiti,high,70,none,likely_new_candidate,yes
node/13801667502,Onyx Luxury,high,85,none,likely_new_candidate,yes
way/27956819,Iberostar Waves Punta Cana,high,100,high,likely_existing,yes
way/27956853,Iberostar Waves Dominicana,high,100,high,likely_existing,yes
way/27957139,Hotel Riu Palace Macao,high,100,high,likely_existing,yes
way/31854366,Cabaña Turística Poseidon,high,75,none,likely_new_candidate,yes
way/31854755,Gran Hotel Cibao,high,75,none,likely_new_candidate,yes
way/31854875,Cabaña Touristica,high,75,none,likely_new_candidate,yes
way/31855485,Cabaña Touristica Ethics,medium,55,none,likely_new_candidate,yes
way/31856075,Cabaña Turística Palmar,medium,55,none,likely_new_candidate,yes
way/31856119,Cabaña Turística Bora Bora,medium,55,none,likely_new_candidate,yes
way/31858860,Cabaña Turistica,medium,55,none,likely_new_candidate,yes
way/31865735,Centro Español,medium,55,none,likely_new_candidate,yes
way/31874599,Cabaña Turística Eclipse,medium,55,none,likely_new_candidate,yes
way/31874725,Cabaña Turística Helios,medium,55,none,likely_new_candidate,yes
way/31874957,Cabaña Turística Bora Bora,medium,55,none,likely_new_candidate,yes
way/31895158,Zeus Aparta Hotel,medium,55,none,likely_new_candidate,yes
way/33120922,Hotel Occidental Allegro Playa Dorada,medium,55,low,needs_research,yes
way/33143969,Hotel Luperón,medium,55,none,likely_new_candidate,yes
way/34879211,Barcelo Punta Cana Hotel,medium,55,none,likely_new_candidate,yes
way/53581002,Hotel Riu Bambu,high,100,high,likely_existing,yes
way/93553072,Hotel Dominican Fiesta,medium,65,high,likely_existing,yes
way/100550993,Paradius Punta Cana Hotel,medium,55,none,likely_new_candidate,yes
way/104646167,Barceló Bávaro Beach – Adults only,high,80,high,likely_existing,yes
way/110955858,Iberostar Selection Bavaro Suites,high,100,medium,likely_existing,yes
way/110962847,Iberostar Selection Coral Bávaro,high,100,high,likely_existing,yes
way/127931752,Aventura,high,75,none,likely_new_candidate,yes
way/136390467,Iberostar Waves Costa Dorada,high,100,medium,likely_existing,yes
way/142306645,Hotel Riu Naiboa,high,100,high,likely_existing,yes
way/142306646,Hotel Riu Palace Punta Cana,high,100,medium,likely_existing,yes
way/151713273,Alisei,high,80,medium,likely_existing,yes
way/151713281,Lomita Maravilla,high,70,none,likely_new_candidate,yes
way/151743389,La Residencia del Paseo,medium,55,none,likely_new_candidate,yes
way/153864150,Hotel Barceló Santo Domingo,high,80,medium,likely_existing,yes
way/164232205,Hodelpa Centro Plaza Hotel,high,85,medium,likely_existing,yes
way/167127064,el cabaret,medium,55,none,likely_new_candidate,yes
way/173202187,Rancho Guaraguao,medium,55,none,likely_new_candidate,yes
way/174466662,Courtyard by Marriott Santo Domingo,high,100,low,needs_research,yes
way/174695425,Hotel Alto Cerro,medium,55,none,likely_new_candidate,yes
way/175357851,Gran Bahia Principe Cayacoa,medium,55,none,likely_new_candidate,yes
way/176411662,Mi Cabana Resort,medium,55,none,likely_new_candidate,yes
way/177332376,Crowne Plaza,high,85,medium,likely_existing,yes
way/177332379,Renaissance Hotel,high,85,none,likely_new_candidate,yes
way/198177958,Hotel Residence Playa Colibrí,high,70,medium,likely_existing,yes
way/198178374,Apartamentos Caribey,medium,55,none,likely_new_candidate,yes
way/198178378,Hotel Albachiara,medium,55,none,likely_new_candidate,yes
way/198787989,Sublime Samana Hotel & Residences,medium,55,none,likely_new_candidate,yes
way/199921835,Gran Bahia Principe El Portillo,high,70,low,needs_research,yes
way/199921836,Hotel Palococo,medium,55,none,likely_new_candidate,yes
way/200927855,Cabañas Okey,medium,55,none,likely_new_candidate,yes
way/200927856,Cabañas Si o No,medium,55,none,likely_new_candidate,yes
way/200928828,Cabañas Costa Azul,medium,55,none,likely_new_candidate,yes
way/200930776,Cabañas Príncipe,medium,55,none,likely_new_candidate,yes
way/200931206,Cabañas Madrid,medium,55,none,likely_new_candidate,yes
way/200931207,Cabañas Bayadesa,medium,55,none,likely_new_candidate,yes
way/200933443,Cabañas Tía Tania,medium,55,none,likely_new_candidate,yes
way/200933444,Cabañas Hey,medium,55,none,likely_new_candidate,yes
way/200933445,Cabañas Preve,medium,55,none,likely_new_candidate,yes
way/201100083,Cabañas Chévere,medium,55,none,likely_new_candidate,yes
way/204089278,Casa Marina Beach & Reef,medium,65,low,needs_research,yes
way/206776565,Millenium,medium,55,none,likely_new_candidate,yes
way/207310964,Hotel San Jose,medium,55,none,likely_new_candidate,yes
way/213867957,Ciudad de Oro,medium,55,none,likely_new_candidate,yes
way/213870000,Cabañas Populares,medium,55,none,likely_new_candidate,yes
way/213871070,Cabañas Primavera,high,75,none,likely_new_candidate,yes
way/213871593,Florida,medium,55,none,likely_new_candidate,yes
way/214222991,Cabaña Nuevo Mundo,medium,55,none,likely_new_candidate,yes
way/221554173,Hotel Salida del Sol,medium,55,none,likely_new_candidate,yes
way/225437792,Grand Hotel,medium,65,none,likely_new_candidate,yes
way/228619815,Hotel Tropicana,medium,60,none,likely_new_candidate,yes
way/228692072,Hotel Aloha Sol,high,75,high,likely_existing,yes
way/228747277,Hotel Villa España,medium,55,none,likely_new_candidate,yes
way/232029893,Cabañas Miramar,medium,55,none,likely_new_candidate,yes
way/233060472,Sivory Punta Cana,medium,55,medium,likely_existing,yes
way/233446403,Hodelpa Gran Almirante,high,70,low,needs_research,yes
way/233515118,Hotel Platino,high,75,high,likely_existing,yes
way/236000172,Luxury Bahia Principe Samana,medium,55,low,needs_research,yes
way/245917690,Cabañas Monte Lola,medium,65,none,likely_new_candidate,yes
way/248236165,Cabañas La Paz,medium,55,none,likely_new_candidate,yes
way/249685175,Villa Pajon Ecolodge,medium,55,none,likely_new_candidate,yes
way/251860535,Quality Inn,medium,65,none,likely_new_candidate,yes
way/252828092,Vista Sol Punta Cana,medium,55,medium,likely_existing,yes
way/252975393,Green Coast,high,85,none,likely_new_candidate,yes
way/252975412,nh Hotels,medium,55,none,likely_new_candidate,yes
way/253121969,El Eden,medium,55,none,likely_new_candidate,yes
way/253123206,Catalonia Royal La Romana,high,80,medium,likely_existing,yes
way/253123207,Cadaques Caribe,medium,55,medium,likely_existing,yes
way/255788067,Hard Rock Hotel,medium,65,medium,likely_existing,yes
way/255806141,Barceló Dominican Beach,high,70,none,likely_new_candidate,yes
way/272974124,Melia Santo Domingo Hotel,high,85,low,needs_research,yes
way/273377518,Bahia Blanca,medium,55,none,likely_new_candidate,yes
way/279441521,Albatros Cabarete Apartahotel,medium,55,none,likely_new_candidate,yes
way/279441553,Kaoba Hotel,high,75,high,likely_existing,yes
way/284214289,Piergiorgio Palace Hotel,medium,55,none,likely_new_candidate,yes
way/307232015,The Hummingbird,high,70,none,likely_new_candidate,yes
way/309203833,JOIA Bávaro by Iberostar,high,100,high,likely_existing,yes
way/309203834,Ocean Blue & Sand,medium,55,medium,likely_existing,yes
way/309221481,VIK Hotel Arena Blanca,medium,55,none,likely_new_candidate,yes
way/309228608,Majestic Colonial Hotel,high,100,none,likely_new_candidate,yes
way/309228614,Majestic Elegance Punta Cana,high,100,high,likely_existing,yes
way/309243773,Punta Cana Princess All suites Hotel,medium,55,none,likely_new_candidate,yes
way/309243774,Tropical Princess Hotel,medium,55,none,likely_new_candidate,yes
way/309246410,Paradius Punta cana Hotel,medium,55,none,likely_new_candidate,yes
way/309247729,Paradius Punta Cana Hotel,medium,55,none,likely_new_candidate,yes
way/309248313,Bavaro Princess Hotel All suites Spa and Casino,high,80,none,likely_new_candidate,yes
way/309366606,Grand Palladium Punta Cana Resort & Spa,high,70,medium,likely_existing,yes
way/309367983,Grand Palladium palace resort hotel,medium,55,low,needs_research,yes
way/309368486,TRS Turquesa Hotel,medium,55,high,likely_existing,yes
way/310072877,Dreams Resort Hotel,medium,55,none,likely_new_candidate,yes
way/310074838,TIPICAS CASETAS HOTEL,medium,55,none,likely_new_candidate,yes
way/310075723,Grand Sirenis Punta Cana Resort,high,80,low,needs_research,yes
way/310076079,Excellence Punta Cana Hotel,medium,55,low,needs_research,yes
way/310436420,Grand Palladium Bavaro Hotel,medium,55,low,needs_research,yes
way/310436422,Occidental Grand Punta Cana Hotel,high,75,low,needs_research,yes
way/310694392,Real Intercontinental Hotel,high,75,none,likely_new_candidate,yes
way/312016532,Hotel Olimpo,medium,55,none,likely_new_candidate,yes
way/312016739,Hotel Frano,medium,55,none,likely_new_candidate,yes
way/312593390,Hodelpa Garden Court Hotel,high,90,medium,likely_existing,yes
way/313829668,Grand Paradise Samana,medium,55,none,likely_new_candidate,yes
way/315997821,Hotel Montemar,high,85,none,likely_new_candidate,yes
way/316385782,Hotel La Atac,medium,60,none,likely_new_candidate,yes
way/320381815,Blue JackTar,high,80,none,likely_new_candidate,yes
way/323830323,Iberostar Hacienda Dominicus,high,100,medium,likely_existing,yes
way/325724382,El Cabito,medium,55,none,likely_new_candidate,yes
way/328364682,Cabañas Campo Amor,medium,55,none,likely_new_candidate,yes
way/333932122,Hotel Diamante Azul,medium,60,none,likely_new_candidate,yes
way/334173540,Bellevue Dominican Bay,medium,55,high,likely_existing,yes
way/335856652,Hotel Breathless Punta Cana,medium,55,low,needs_research,yes
way/335856784,Dreams Punta Cana Resort & Spa,high,75,low,needs_research,yes
way/336698722,Aparta Hotel Turey,high,70,none,likely_new_candidate,yes
way/339752040,Hotel Caribe,medium,55,none,likely_new_candidate,yes
way/341067667,Hostal Doña Chava,high,70,none,likely_new_candidate,yes
way/342557503,Cabañas Ciudad Corazón,medium,55,none,likely_new_candidate,yes
way/342786288,Bahía Príncipe Playa Nueva La Romana,medium,55,low,needs_research,yes
way/344008918,Hotel La Cita,medium,55,none,likely_new_candidate,yes
way/344009786,Aurora del Sol,high,75,none,likely_new_candidate,yes
way/344193447,Hotel Súper,medium,55,none,likely_new_candidate,yes
way/359598125,JW Marriott Santo Domingo,high,100,medium,likely_existing,yes
way/361426122,Alto Caño Hondo,high,80,none,likely_new_candidate,yes
way/363761504,Casa del Mar Lodge Barahona,high,80,none,likely_new_candidate,yes
way/365721803,Hotel Baramar,medium,55,none,likely_new_candidate,yes
way/365721961,Gran Hotel Barahona,medium,55,none,likely_new_candidate,yes
way/373914205,Hotel El Crucero,medium,55,none,likely_new_candidate,yes
way/378375761,Holiday Inn,high,85,medium,likely_existing,yes
way/379027094,Hotel BQ;Vent W&P Santo Domingo,high,90,low,needs_research,yes
way/389775943,Hotel 8,medium,60,low,needs_research,yes
way/404174344,Westin,medium,65,low,needs_research,yes
way/404430604,Hotel Acuarium,high,75,none,likely_new_candidate,yes
way/406632312,Hotel Las Mercedes,medium,60,none,likely_new_candidate,yes
way/406641455,Hotel Discovery,medium,55,high,likely_existing,yes
way/406647744,Hotel Odette Colonial,medium,55,none,likely_new_candidate,yes
way/406649855,Quinta Dominica,medium,60,none,likely_new_candidate,yes
way/406649862,Hodelpa Caribe Colonial,medium,60,high,likely_existing,yes
way/406664905,Hotel Palacio,high,100,medium,likely_existing,yes
way/406678369,Doña Elvira,medium,60,medium,likely_existing,yes
way/406786247,Paseo Colonial,medium,60,none,likely_new_candidate,yes
way/406786249,Island Life Backpackers Hostel,high,70,none,likely_new_candidate,yes
way/406788867,Aparta hotel tiempo,high,70,none,likely_new_candidate,yes
way/406814141,Hotel Navarro,medium,60,none,likely_new_candidate,yes
way/406814144,Motel Xiniua,medium,60,none,likely_new_candidate,yes
way/406835730,Hotel Altagracia,medium,60,none,likely_new_candidate,yes
way/406862579,Casino Napolitano,medium,60,none,likely_new_candidate,yes
way/406991569,Hotel Europa Boutique,medium,55,low,needs_research,yes
way/406993692,Hotel Conde,medium,55,none,likely_new_candidate,yes
way/407005629,Hotel La Pista,medium,55,none,likely_new_candidate,yes
way/407006273,Hotel Duque de Wellington,high,70,none,likely_new_candidate,yes
way/407006274,Hotel El Navarro,high,70,none,likely_new_candidate,yes
way/407017172,Hotel Villa Capri,high,85,none,likely_new_candidate,yes
way/407036915,Blues House,medium,55,none,likely_new_candidate,yes
way/407043746,Hotel El Greco,high,75,none,likely_new_candidate,yes
way/407053188,Azzurra Aparta Hotel,high,75,none,likely_new_candidate,yes
way/407061877,Villa Sans-Saucy,high,75,none,likely_new_candidate,yes
way/407070409,Villa Elvis,high,75,none,likely_new_candidate,yes
way/407070411,Villa Capri,high,75,none,likely_new_candidate,yes
way/407075377,Calypso Beach Hotel,medium,55,none,likely_new_candidate,yes
way/407734431,Playa Marina,high,75,none,likely_new_candidate,yes
way/407739619,Hotel Mango,high,75,none,likely_new_candidate,yes
way/407741177,Hotel Riazor,medium,60,none,likely_new_candidate,yes
way/407741181,Hotel La Casona,medium,60,none,likely_new_candidate,yes
way/407742566,Hotel Renacer,medium,60,none,likely_new_candidate,yes
way/407755736,Cabañas Imperial,high,75,none,likely_new_candidate,yes
way/407755737,Horus Aparta Hotel,high,75,none,likely_new_candidate,yes
way/407777544,Nuevo Hotel San Jose,high,75,none,likely_new_candidate,yes
way/407777781,Mira Mar,medium,60,none,likely_new_candidate,yes
way/408013297,Hotel Noche de Travesura,medium,55,none,likely_new_candidate,yes
way/408316180,El Principe,medium,60,none,likely_new_candidate,yes
way/408316188,La Playa,medium,55,none,likely_new_candidate,yes
way/408443500,Hotel Buenos Aires,high,75,none,likely_new_candidate,yes
way/408443503,Hotel Las Colinas,high,75,none,likely_new_candidate,yes
way/408451325,Hotel Villa Campo,medium,60,none,likely_new_candidate,yes
way/408649164,Hotel Matum,high,75,low,needs_research,yes
way/408715484,Villas Aparta Hotel,high,75,none,likely_new_candidate,yes
way/408730341,Hotel Caribeno,high,75,none,likely_new_candidate,yes
way/408753404,Iberostar,high,75,none,likely_new_candidate,yes
way/408774923,Ramada,high,75,medium,likely_existing,yes
way/408930486,Motel la Economia,high,75,none,likely_new_candidate,yes
way/409588717,GAVA hostel,high,100,none,likely_new_candidate,yes
