lane,intake_class,intake_notes,route,validation_pass,source_record_id,hpc_recommended_action,hpc_matched_record_id,Property Name,Canonical Property Name,Property Identity Key,Current Brand,Brand Family,Affiliation Status,Independent Hotel Flag,Country,City,State / Region,Official Property URL,Source URL,Family / Source Family,Source Type,Source Confidence,Identity Confidence,VIC Freeze Hash,Production Use Status,Enrichment Status,Enrichment Priority,Human Review Required,Data Eligible,Brand-Unassigned Reason,Latitude,Longitude,Phone
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/4576227595,likely_new_candidate,rec01MDiDGhOUizYu,fata morgana,fata morgana,osm_do_node_4576227595,Edit de jong,Edit de jong,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,http://fatamorganalasterrenas.com,https://www.openstreetmap.org/node/4576227595,Edit de jong,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.3083697,-69.5530541,8098365541
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/4580475290,likely_new_candidate,recc4Q3BZldMeMtlA,Las Galeras Island Hostel,Las Galeras Island Hostel,osm_do_node_4580475290,Jose Miguel,Jose Miguel,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,http://tropicalislandbb.com/LasGalerasIslandHostel.htm,https://www.openstreetmap.org/node/4580475290,Jose Miguel,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.2792321,-69.2020456,8292762592
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/4660748798,likely_new_candidate,recFg5RNpxAAjh7Y2,Grand Bahia Principe Bavaro,Grand Bahia Principe Bavaro,osm_do_node_4660748798,Bahía Príncipe,Bahía Príncipe,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/4660748798,Bahía Príncipe,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.721967,-68.4658096,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/4660748808,likely_new_candidate,rec6dfi5hrk6vBZsD,Grand Bahia Principe Aquamarine,Grand Bahia Principe Aquamarine,osm_do_node_4660748808,Bahía Príncipe,Bahía Príncipe,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/4660748808,Bahía Príncipe,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.7253891,-68.4640801,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/4844011423,likely_new_candidate,rec01MDiDGhOUizYu,White Sands B&B,White Sands B&B,osm_do_node_4844011423,Lance & Marianna,Lance & Marianna,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/4844011423,Lance & Marianna,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,false,,18.6683749,-68.4041222,8095046206
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/4901959222,likely_new_candidate,recUOyzOXn2Zdp98I,Hotel Riu República,Hotel Riu República,osm_do_node_4901959222,RIU,RIU,Branded,false,Dominican Republic,Unknown,Unknown,https://www.riu.com/,https://www.openstreetmap.org/node/4901959222,RIU,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7329556,-68.4751796,+1 809-933-0101
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/4906431721,likely_new_candidate,recazCEnMYzUaPGvy,Hostal Casa 51,Hostal Casa 51,osm_do_node_4906431721,Bless Diaz,Bless Diaz,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,http://www.casa51guesthouse.com,https://www.openstreetmap.org/node/4906431721,Bless Diaz,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.4688886,-69.8876938,8295947473
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/5037222221,likely_new_candidate,rec36JB20skuIVr8w,Los Corales Village RECEPTION,Los Corales Village RECEPTION,osm_do_node_5037222221,Los Corales Village - Grupo Dos,Los Corales Village - Grupo Dos,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,https://www.loscoralesvillage.com,https://www.openstreetmap.org/node/5037222221,Los Corales Village - Grupo Dos,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.6816378,-68.4141964,+18099156584
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/5181801658,likely_new_candidate,recegeRVCOwMBS1u9,Amhsa Marina Grand Paradise Playa Dorada,Amhsa Marina Grand Paradise Playa Dorada,osm_do_node_5181801658,Amhsa Marina Hotels,Amhsa Marina Hotels,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/5181801658,Amhsa Marina Hotels,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,19.7716769,-70.6417964,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/5207508821,likely_new_candidate,rec36JB20skuIVr8w,Villa los Gorgones,Villa los Gorgones,osm_do_node_5207508821,Hans De Schryver,Hans De Schryver,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/5207508821,Hans De Schryver,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,false,,19.2951819,-69.2035993,8299448499
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/5249076522,likely_new_candidate,recazCEnMYzUaPGvy,Casa Cayuco,Casa Cayuco,osm_do_node_5249076522,Elodie Prader,Elodie Prader,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,http://www.praderinmo.com,https://www.openstreetmap.org/node/5249076522,Elodie Prader,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.2918406,-69.5686728,+18295761412
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/5280875644,likely_new_candidate,rec01MDiDGhOUizYu,Hostal Rural Backpackers,Hostal Rural Backpackers,osm_do_node_5280875644,Vicente Sempere,Vicente Sempere,Brand-Unconfirmed,false,Dominican Republic,Polo,Unknown,https://web.facebook.com/hostalpolo/,https://www.openstreetmap.org/node/5280875644,Vicente Sempere,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.0893369,-71.2755343,829-852-6164
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/5688089045,likely_new_candidate,rec6dfi5hrk6vBZsD,"Lopesan Costa Bávaro Resort, Spa & Casino","Lopesan Costa Bávaro Resort, Spa & Casino",osm_do_node_5688089045,Lopesan,Lopesan,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.lopesan.com/es/hoteles/republica-dominicana/punta-cana/playa-bavaro/costa-bavaro/,https://www.openstreetmap.org/node/5688089045,Lopesan,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.6702253,-68.4056539,+1 809-200-2101
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/6020419629,likely_new_candidate,recLcfYMZLX0PgEA5,The Circle by Meliá,The Circle by Meliá,osm_do_node_6020419629,Meliá,Meliá,Branded,false,Dominican Republic,Unknown,Unknown,https://twitter.com/CirclebyMelia,https://www.openstreetmap.org/node/6020419629,Meliá,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.675371,-68.4200334,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/6186383052,likely_new_candidate,recKI0UUutwks5d3N,Casa Gio Las Terrenas,Casa Gio Las Terrenas,osm_do_node_6186383052,Affitta camere,Affitta camere,Brand-Unconfirmed,false,Dominican Republic,Las Terrenas,Unknown,,https://www.openstreetmap.org/node/6186383052,Affitta camere,other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.3089533,-69.5482067,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/6314999313,likely_new_candidate,recH2spywZTIOoEiA,Catalonia Bavaro Royal,Catalonia Bavaro Royal,osm_do_node_6314999313,Catalonia,Catalonia,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/6314999313,Catalonia,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.6391094,-68.3465322,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/6468314516,likely_new_candidate,receIilMrq1w1BXyd,Hotel Emotions by Hodelpa,Hotel Emotions by Hodelpa,osm_do_node_6468314516,Hodelpa,Hodelpa,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/6468314516,Hodelpa,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.4279217,-69.4048733,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/6561542253,likely_new_candidate,rec01MDiDGhOUizYu,Cabrera Chalet,Cabrera Chalet,osm_do_node_6561542253,Boutique Hotel,Boutique Hotel,Brand-Unconfirmed,false,Dominican Republic,Cabrera,Unknown,https://www.cabrera-chalet.com,https://www.openstreetmap.org/node/6561542253,Boutique Hotel,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.6392919,-69.9306226,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/6604081464,likely_new_candidate,rec01MDiDGhOUizYu,Share Melvi Apartment,Share Melvi Apartment,osm_do_node_6604081464,Barceló,Barceló,Branded,false,Dominican Republic,Punta Cana,Unknown,,https://www.openstreetmap.org/node/6604081464,Barceló,other,Medium,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.6680759,-68.4044643,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/7243015035,likely_new_candidate,recESHsNsWUFYZrxR,Arena Oceanview Hotel & La Terraza Restaurant,Arena Oceanview Hotel & La Terraza Restaurant,osm_do_node_7243015035,Private,Private,Brand-Unconfirmed,false,Dominican Republic,Las Galeres,Unknown,https://arenahotelboutique.com,https://www.openstreetmap.org/node/7243015035,Private,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.2923904,-69.1993454,+18098719153 +18293906080
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/8026710897,likely_new_candidate,recN76iEE6yAaPh8H,Hyatt Zilara Cap Cana,Hyatt Zilara Cap Cana,osm_do_node_8026710897,Hyatt Zilara,Hyatt Zilara,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/8026710897,Hyatt Zilara,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.481834,-68.3970198,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/8116547995,likely_new_candidate,recXh4NgF8sDbi9cQ,Majestic Mirage Punta Cana - All-Suite Resort,Majestic Mirage Punta Cana - All-Suite Resort,osm_do_node_8116547995,Majestic Resorts,Majestic Resorts,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.majestic-resorts.com/punta-cana/resorts/majestic-mirage-punta-cana-all-suite-resort,https://www.openstreetmap.org/node/8116547995,Majestic Resorts,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7285006,-68.4657023,+1 888-477-7227
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/8262599417,likely_new_candidate,recazCEnMYzUaPGvy,Casa Amelia,Casa Amelia,osm_do_node_8262599417,Meliá,Meliá,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/8262599417,Meliá,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,19.8461922,-71.2109023,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/9051047481,likely_new_candidate,rec01MDiDGhOUizYu,Surfbreak Cabarete,Surfbreak Cabarete,osm_do_node_9051047481,Romario,Romario,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,https://www.surfbreakcabarete.com/,https://www.openstreetmap.org/node/9051047481,Romario,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,19.7758853,-70.444467,+1 8299214080
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/9167682913,likely_new_candidate,recUOyzOXn2Zdp98I,Hotel Naragua,Hotel Naragua,osm_do_node_9167682913,RIU,RIU,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/9167682913,RIU,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.6449754,-68.356058,
known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,Eligible for Active Brand Autopilot coverage after Census insert (if brand is Active/Live).,route_branded_active_setup,true,node/9296353657,likely_new_candidate,recXh4NgF8sDbi9cQ,"Radisson Blu Resort & Residence, Punta Cana","Radisson Blu Resort & Residence, Punta Cana",osm_do_node_9296353657,Radisson Blu by Choice,Radisson Blu by Choice,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-blu-resort-punta-cana,https://www.openstreetmap.org/node/9296353657,Radisson Blu by Choice,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,,18.6470019,-68.3568795,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/10823294756,likely_new_candidate,rec2qzq0V2Hvr2m6l,Domescape Glamping Miches,Domescape Glamping Miches,osm_do_node_10823294756,Domescape,Domescape,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,https://www.facebook.com/domescapeglamping,https://www.openstreetmap.org/node/10823294756,Domescape,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.9846791,-68.8701632,
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/11102602341,likely_new_candidate,rec01MDiDGhOUizYu,Villa Mamanita,Villa Mamanita,osm_do_node_11102602341,Villa Mamanita,Villa Mamanita,Brand-Unconfirmed,false,Dominican Republic,villa altagracia,Unknown,https://instagram.com/villamamanita?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,https://www.openstreetmap.org/node/11102602341,Villa Mamanita,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.7223211,-70.2485889,8492012297
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/11158547600,likely_new_candidate,recFg5RNpxAAjh7Y2,Los Corales Beach Village Suites,Los Corales Beach Village Suites,osm_do_node_11158547600,Los Corales Village - Grupo Dos,Los Corales Village - Grupo Dos,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,https://www.loscoralesvillage.com,https://www.openstreetmap.org/node/11158547600,Los Corales Village - Grupo Dos,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.6821326,-68.4126113,+18099156584
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/11158547601,likely_new_candidate,recc4Q3BZldMeMtlA,Las Terrazas Condo Apartment,Las Terrazas Condo Apartment,osm_do_node_11158547601,Los Corales Village - Grupo Dos,Los Corales Village - Grupo Dos,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,https://www.loscoralesvillage.com,https://www.openstreetmap.org/node/11158547601,Los Corales Village - Grupo Dos,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.682313,-68.4138424,+18099156584
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/11158547602,likely_new_candidate,rec01MDiDGhOUizYu,Flor del Mar Condo Apartment,Flor del Mar Condo Apartment,osm_do_node_11158547602,Los Corales Village - Grupo Dos,Los Corales Village - Grupo Dos,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,https://www.loscoralesvillage.com,https://www.openstreetmap.org/node/11158547602,Los Corales Village - Grupo Dos,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.6830117,-68.4135393,+18099156584
known_brand_census_intake,steward_brand_tag_review,OSM brand tag unresolved — steward before Census insert; may be owner name noise or real chain.,steward_possible_branded,true,node/11158547603,likely_new_candidate,recFg5RNpxAAjh7Y2,La Piazzetta PREMIUM Suites,La Piazzetta PREMIUM Suites,osm_do_node_11158547603,Los Corales Village - Grupo Dos,Los Corales Village - Grupo Dos,Brand-Unconfirmed,false,Dominican Republic,Unknown,Unknown,https://www.loscoralesvillage.com,https://www.openstreetmap.org/node/11158547603,Los Corales Village - Grupo Dos,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,Medium,true,true,,18.6821935,-68.4147892,+18099156584
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/11216277399,needs_research,rec2qzq0V2Hvr2m6l,"Marriott Miches Beach, An All-Inclusive Resort","Marriott Miches Beach, An All-Inclusive Resort",osm_do_node_11216277399,Marriott,Marriott,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/11216277399,Marriott,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.9817594,-69.0345651,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/11628073769,likely_new_candidate,recmAzTMc9asgvt8i,Melia caribe beach resort,Melia caribe beach resort,osm_do_node_11628073769,Meliá,Meliá,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/11628073769,Meliá,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.6731734,-68.4145065,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/12818363772,needs_research,rec6QsU0IyLwBGJdy,Holiday Inn Santo Domingo,Holiday Inn Santo Domingo,osm_do_node_12818363772,Holiday Inn,Holiday Inn,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/node/12818363772,Holiday Inn,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.4762894,-69.9364942,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,node/13081433749,likely_new_candidate,recbBAqjVS3XOljPA,Viva Dominicus Beach by Wyndham,Viva Dominicus Beach by Wyndham,osm_do_node_13081433749,Wyndham,Wyndham,Branded,false,Dominican Republic,Unknown,Unknown,https://vivaresortsbywyndham.com/viva-dominicus-beach/,https://www.openstreetmap.org/node/13081433749,Wyndham,official_property_page,High,Medium,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.3490053,-68.8288237,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,way/27956819,needs_research,recwbwEj6MbjvS4sm,Iberostar Waves Punta Cana,Iberostar Waves Punta Cana,osm_do_way_27956819,Iberostar,Iberostar,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.iberostar.com/en/hotels/punta-cana/iberostar-waves-punta-cana/,https://www.openstreetmap.org/way/27956819,Iberostar,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7173048,-68.4523189,+1-809-221-6500
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,way/27956853,needs_research,rec5i0bwI4gOWw3LI,Iberostar Waves Dominicana,Iberostar Waves Dominicana,osm_do_way_27956853,Iberostar,Iberostar,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.iberostar.com/en/hotels/punta-cana/iberostar-dominicana/,https://www.openstreetmap.org/way/27956853,Iberostar,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7164959,-68.4512567,+1 809-221-6500
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,way/27957139,likely_new_candidate,recrpcMu4sx4vSkmS,Hotel Riu Palace Macao,Hotel Riu Palace Macao,osm_do_way_27957139,RIU,RIU,Branded,false,Dominican Republic,Punta Cana,Unknown,https://www.riu.com/en/hotel/dominican-republic/punta-cana/hotel-riu-palace-macao/,https://www.openstreetmap.org/way/27957139,RIU,official_property_page,High,High,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,true,known_chain_not_in_active_brand_setup,18.7203349,-68.4555171,+1 809-221-7171
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,way/33120922,likely_new_candidate,recUOyzOXn2Zdp98I,Hotel Occidental Allegro Playa Dorada,Hotel Occidental Allegro Playa Dorada,osm_do_way_33120922,Occidental,Occidental,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/way/33120922,Occidental,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,19.765833,-70.6388762,
known_brand_census_intake,known_chain_census_backlog_not_active_setup,Not in Active/Live Brand Setup control list — still required for Hotel Property Census inventory. Do not drop. Autopilot Active scope may not enrich until Brand Status promotion.,route_known_chain_not_active,true,way/34879211,needs_research,recrpcMu4sx4vSkmS,Barcelo Punta Cana Hotel,Barcelo Punta Cana Hotel,osm_do_way_34879211,Barceló,Barceló,Branded,false,Dominican Republic,Unknown,Unknown,,https://www.openstreetmap.org/way/34879211,Barceló,other,Medium,Low,independent_census_dr_osm_2026-08-07,Census Only / Not Owner-Facing,Discovered — pending enrichment,High,true,false,known_chain_not_in_active_brand_setup,18.7336433,-68.4718416,
